"year","pct","ser_num","datestop","timestop","city","sex","race","age"
2012,122,896,20120205,556,5,1,4,19
2012,90,1841,20120205,620,2,1,1,25
2012,67,1844,20120205,847,2,0,1,20
2012,90,1395,20120205,900,2,1,1,23
2012,26,1113,20120205,930,1,1,1,36
2012,40,3155,20120205,1000,3,1,1,30
2012,103,1512,20120205,1040,4,1,3,43
2012,109,1257,20120205,1047,4,1,5,47
2012,120,1908,20120205,1120,5,1,1,31
2012,110,931,20120205,1123,4,1,3,52
2012,73,2442,20120205,1150,2,1,1,27
2012,60,1298,20120205,1200,2,0,4,21
2012,60,1324,20120205,1200,2,1,4,23
2012,79,1742,20120205,1348,2,1,1,16
2012,70,1722,20120205,1440,2,1,1,16
2012,75,4581,20120205,1450,2,1,5,34
2012,109,1259,20120205,1455,4,1,3,47
2012,70,1808,20120205,1542,2,1,3,33
2012,44,2749,20120205,1546,3,1,3,59
2012,77,1754,20120205,1555,2,1,1,28
2012,44,2466,20120205,1630,3,1,3,54
2012,79,1732,20120205,1651,2,1,1,22
2012,110,985,20120205,1700,4,1,5,19
2012,81,1551,20120205,1710,2,1,3,13
2012,100,1317,20120205,1740,4,1,1,18
2012,41,1518,20120205,1748,3,1,3,21
2012,52,1761,20120205,1750,3,1,2,18
2012,52,1769,20120205,1750,3,1,3,26
2012,79,5536,20120205,1823,2,1,1,28
2012,115,1414,20120205,1910,4,1,3,29
2012,32,1561,20120205,1915,1,0,1,20
2012,103,1402,20120205,1930,4,1,1,23
2012,70,1806,20120205,2000,2,1,3,58
2012,122,939,20120205,2011,5,1,5,20
2012,122,940,20120205,2011,5,1,4,24
2012,79,1734,20120205,2045,2,1,1,19
2012,23,1479,20120205,2046,1,1,2,16
2012,47,1174,20120205,2145,3,1,2,23
2012,90,1366,20120205,2210,2,1,1,26
2012,83,1298,20120205,2222,2,1,2,39
2012,90,1683,20120205,2255,2,1,3,26
2012,44,2499,20120205,2300,3,0,3,41
2012,23,1332,20120205,2340,1,1,1,22
2012,78,472,20120205,2341,2,1,1,35
2012,75,3799,20120205,2345,2,1,2,40
2012,115,1498,20120206,150,4,1,3,18
2012,78,448,20120206,240,2,1,3,26
2012,81,1647,20120206,310,2,1,1,22
2012,73,2480,20120206,316,2,1,1,20
2012,42,1417,20120206,713,3,1,1,21
2012,79,1894,20120206,935,2,1,2,27
2012,71,724,20120206,1202,2,1,1,48
2012,109,1263,20120206,1220,4,1,1,16
2012,102,899,20120206,1239,4,1,5,18
2012,105,1142,20120206,1240,4,1,1,28
2012,69,597,20120206,1245,2,1,1,23
2012,28,1202,20120206,1320,1,0,3,23
2012,40,3333,20120206,1320,3,1,1,20
2012,28,1082,20120206,1323,1,1,1,39
2012,45,661,20120206,1355,3,1,1,26
2012,61,736,20120206,1400,2,1,1,15
2012,46,1333,20120206,1400,3,1,3,34
2012,23,1447,20120206,1410,1,1,1,24
2012,120,1915,20120206,1420,5,1,1,24
2012,79,1893,20120206,1500,2,1,1,30
2012,28,1089,20120206,1510,1,0,4,56
2012,84,535,20120206,1530,2,0,3,17
2012,70,1863,20120206,1540,2,1,1,15
2012,77,1776,20120206,1603,2,1,3,35
2012,61,744,20120206,1655,2,1,1,40
2012,115,1509,20120206,1656,4,1,3,42
2012,48,905,20120206,1700,3,1,1,17
2012,76,470,20120206,1710,2,1,3,19
2012,70,1849,20120206,1725,2,1,1,57
2012,67,1605,20120206,1730,2,0,1,14
2012,115,1536,20120206,1804,4,1,3,20
2012,70,1847,20120206,1820,2,1,1,27
2012,122,913,20120206,1825,5,1,1,12
2012,90,1645,20120206,1828,2,1,2,46
2012,73,4283,20120206,1848,2,1,1,16
2012,103,1587,20120206,1850,4,1,1,29
2012,73,3064,20120206,1850,2,1,1,43
2012,34,1610,20120206,1907,1,1,3,39
2012,48,881,20120206,1909,3,1,3,22
2012,73,3044,20120206,1935,2,1,1,20
2012,44,2473,20120206,1945,3,1,3,36
2012,34,2186,20120206,2020,1,1,2,20
2012,61,740,20120206,2115,2,1,4,20
2012,44,2478,20120206,2202,3,1,3,37
2012,105,1121,20120206,2220,4,1,1,20
2012,94,235,20120206,2235,2,1,4,49
2012,83,1335,20120206,2238,2,1,3,15
2012,106,657,20120206,2240,4,1,5,32
2012,26,706,20120206,2250,1,1,1,18
2012,77,1779,20120206,2258,2,1,1,34
2012,41,1764,20120206,2300,3,1,3,31
2012,106,659,20120206,2301,4,1,5,18
2012,43,1943,20120206,2303,3,1,3,20
2012,83,1334,20120206,2328,2,1,3,18
2012,46,1322,20120206,2332,3,1,1,37
2012,75,8473,20120207,31,2,1,1,29
2012,84,531,20120207,125,2,0,1,17
2012,123,265,20120207,205,5,0,4,20
2012,47,1109,20120207,311,3,1,1,51
2012,67,1903,20120207,800,2,0,1,55
2012,79,1790,20120207,922,2,1,2,22
2012,122,901,20120207,1038,5,1,4,25
2012,105,1183,20120207,1050,4,1,4,38
2012,109,1391,20120207,1050,4,1,4,14
2012,109,2369,20120207,1100,4,1,3,25
2012,111,469,20120207,1120,4,1,3,28
2012,40,3221,20120207,1135,3,1,1,28
2012,102,672,20120207,1200,4,1,5,16
2012,105,1198,20120207,1210,4,1,1,32
2012,69,653,20120207,1215,2,1,1,36
2012,62,480,20120207,1215,2,1,4,17
2012,49,1085,20120207,1229,3,1,3,52
2012,24,960,20120207,1230,1,1,3,19
2012,1,330,20120207,1247,1,1,3,24
2012,49,916,20120207,1310,3,1,1,43
2012,81,1834,20120207,1412,2,1,1,16
2012,14,1210,20120207,1425,1,1,1,44
2012,28,983,20120207,1430,1,1,1,77
2012,1,460,20120207,1450,1,1,4,27
2012,23,1621,20120207,1502,1,1,3,26
2012,122,931,20120207,1506,5,1,3,18
2012,103,1697,20120207,1525,4,1,1,15
2012,109,2034,20120207,1530,4,1,1,15
2012,81,1660,20120207,1615,2,1,1,19
2012,71,580,20120207,1620,2,1,1,38
2012,84,796,20120207,1630,2,1,5,18
2012,78,470,20120207,1630,2,1,1,17
2012,67,1793,20120207,1630,2,1,1,20
2012,94,218,20120207,1653,2,1,3,16
2012,115,1767,20120207,1714,4,1,1,41
2012,24,544,20120207,1720,1,1,2,34
2012,13,477,20120207,1740,1,1,1,21
2012,40,3212,20120207,1740,3,1,3,49
2012,44,2709,20120207,1740,3,1,3,50
2012,109,1331,20120207,1800,4,1,5,43
2012,109,1349,20120207,1845,4,1,3,21
2012,14,1253,20120207,1850,1,1,1,53
2012,61,756,20120207,1853,2,1,1,30
2012,52,1821,20120207,1856,3,1,2,25
2012,70,2068,20120207,1900,2,1,3,23
2012,43,1884,20120207,1910,3,1,1,44
2012,81,1655,20120207,1930,2,1,1,20
2012,19,652,20120207,1940,1,1,4,23
2012,120,1636,20120207,1942,5,1,1,18
2012,73,3305,20120207,1950,2,1,1,18
2012,75,4200,20120207,1953,2,0,2,27
2012,79,1797,20120207,2005,2,1,1,30
2012,77,2043,20120207,2008,2,1,1,34
2012,113,1085,20120207,2020,4,1,1,32
2012,108,676,20120207,2025,4,1,5,25
2012,43,1941,20120207,2030,3,0,3,21
2012,52,1840,20120207,2030,3,1,1,18
2012,40,3220,20120207,2030,3,1,1,17
2012,45,729,20120207,2043,3,1,4,23
2012,77,2115,20120207,2100,2,1,4,32
2012,67,1787,20120207,2110,2,1,3,41
2012,75,4197,20120207,2115,2,1,3,22
2012,104,713,20120207,2130,4,1,3,18
2012,102,651,20120207,2130,4,1,3,16
2012,101,1044,20120207,2216,4,1,2,36
2012,122,992,20120207,2230,5,1,4,19
2012,101,1030,20120207,2240,4,1,5,22
2012,52,1844,20120207,2240,3,1,3,21
2012,88,598,20120207,2313,2,1,1,25
2012,42,1233,20120207,2348,3,1,1,24
2012,41,1617,20120207,2350,3,1,1,17
2012,77,1882,20120207,2350,2,1,1,15
2012,120,2418,20120208,15,5,1,1,18
2012,103,1971,20120208,30,4,1,1,22
2012,60,1510,20120208,115,2,1,3,49
2012,114,1698,20120208,118,4,1,1,16
2012,102,1184,20120208,122,4,1,5,42
2012,94,211,20120208,225,2,1,1,17
2012,101,1046,20120208,300,4,1,1,17
2012,109,1395,20120208,849,4,1,4,25
2012,52,1847,20120208,900,3,1,3,25
2012,73,4962,20120208,954,2,1,1,46
2012,49,888,20120208,1005,3,1,1,24
2012,115,1681,20120208,1025,4,1,3,24
2012,109,1516,20120208,1100,4,0,3,19
2012,109,1522,20120208,1100,4,1,3,19
2012,40,3313,20120208,1130,3,1,2,52
2012,47,1727,20120208,1145,3,1,1,36
2012,62,502,20120208,1145,2,1,4,17
2012,41,1816,20120208,1149,3,1,4,38
2012,26,751,20120208,1152,1,1,1,17
2012,61,763,20120208,1215,2,0,1,17
2012,109,1387,20120208,1224,4,1,1,18
2012,52,2033,20120208,1225,3,1,3,15
2012,105,1324,20120208,1300,4,1,1,34
2012,46,1599,20120208,1310,3,0,3,49
2012,42,1413,20120208,1340,3,1,1,24
2012,47,1202,20120208,1350,3,1,1,22
2012,60,1107,20120208,1350,2,1,3,33
2012,100,1270,20120208,1405,4,1,1,21
2012,120,1782,20120208,1406,5,1,1,53
2012,103,1747,20120208,1410,4,1,1,16
2012,13,487,20120208,1415,1,0,1,41
2012,101,1140,20120208,1415,4,1,3,17
2012,61,785,20120208,1430,2,1,1,22
2012,60,1422,20120208,1430,2,1,4,27
2012,34,1671,20120208,1435,1,1,2,31
2012,75,4243,20120208,1440,2,1,1,46
2012,111,635,20120208,1445,4,1,1,16
2012,111,630,20120208,1445,4,1,3,15
2012,100,1189,20120208,1450,4,0,1,16
2012,113,1672,20120208,1450,4,1,1,28
2012,61,787,20120208,1500,2,1,4,25
2012,79,1807,20120208,1540,2,0,1,16
2012,72,835,20120208,1540,2,1,3,17
2012,78,477,20120208,1545,2,1,2,50
2012,24,714,20120208,1545,1,1,2,16
2012,113,910,20120208,1550,4,1,1,29
2012,23,1599,20120208,1555,1,1,3,46
2012,109,1540,20120208,1605,4,1,5,16
2012,110,1121,20120208,1620,4,1,3,17
2012,33,931,20120208,1638,1,1,2,29
2012,26,765,20120208,1700,1,1,1,16
2012,40,3306,20120208,1700,3,1,1,56
2012,28,1024,20120208,1700,1,1,1,33
2012,30,1697,20120208,1710,1,1,2,42
2012,120,1715,20120208,1730,5,0,3,22
2012,48,971,20120208,1735,3,0,3,36
2012,34,2502,20120208,1737,1,1,2,25
2012,41,1552,20120208,1739,3,1,3,39
2012,75,4350,20120208,1805,2,1,1,26
2012,107,553,20120208,1830,4,0,1,41
2012,106,694,20120208,1830,4,1,1,38
2012,103,1739,20120208,1832,4,1,1,24
2012,100,1160,20120208,1900,4,1,4,28
2012,70,1933,20120208,1905,2,1,1,18
2012,109,1415,20120208,1938,4,1,3,18
2012,75,4391,20120208,1945,2,1,1,43
2012,108,764,20120208,1945,4,1,1,18
2012,44,3312,20120208,2010,3,1,1,26
2012,44,2821,20120208,2013,3,1,2,18
2012,44,3651,20120208,2024,3,1,1,22
2012,44,2861,20120208,2030,3,1,1,20
2012,113,914,20120208,2030,4,1,1,35
2012,33,608,20120208,2030,1,1,2,22
2012,34,2809,20120208,2031,1,1,2,19
2012,79,1686,20120208,2045,2,1,1,26
2012,60,1530,20120208,2045,2,1,4,29
2012,67,1907,20120208,2048,2,1,1,20
2012,7,530,20120208,2100,1,1,3,27
2012,90,1693,20120208,2115,2,1,1,22
2012,34,1818,20120208,2128,1,1,2,19
2012,79,1796,20120208,2130,2,1,1,22
2012,107,818,20120208,2140,4,1,1,24
2012,28,1038,20120208,2145,1,1,1,28
2012,67,1574,20120208,2145,2,1,1,36
2012,42,1418,20120208,2200,3,1,3,19
2012,20,702,20120208,2220,1,0,4,35
2012,40,3265,20120208,2230,3,1,1,44
2012,67,2172,20120208,2258,2,1,1,25
2012,34,1635,20120208,2312,1,1,3,39
2012,67,2112,20120208,2320,2,1,1,35
2012,109,1376,20120208,2355,4,1,5,23
2012,73,4694,20120209,30,2,1,2,19
2012,34,1711,20120209,55,1,1,1,54
2012,33,501,20120209,130,1,1,1,42
2012,75,5313,20120209,213,2,1,5,50
2012,13,580,20120209,230,1,1,1,48
2012,114,1710,20120209,230,4,1,3,23
2012,40,3276,20120209,240,3,1,3,19
2012,73,4625,20120209,327,2,0,1,34
2012,75,4380,20120209,505,2,1,1,21
2012,30,621,20120209,915,1,1,1,17
2012,106,699,20120209,931,4,1,1,26
2012,105,1216,20120209,944,4,0,3,59
2012,79,1903,20120209,1056,2,1,1,42
2012,106,709,20120209,1152,4,1,3,31
2012,9,538,20120209,1200,1,1,2,28
2012,43,2105,20120209,1225,3,1,1,19
2012,106,730,20120209,1230,4,1,3,17
2012,23,2222,20120209,1250,1,1,1,40
2012,114,1716,20120209,1250,4,1,4,45
2012,24,626,20120209,1340,1,1,3,50
2012,122,1055,20120209,1350,5,1,1,22
2012,44,2868,20120209,1435,3,1,3,21
2012,77,2049,20120209,1443,2,1,1,16
2012,32,1698,20120209,1509,1,1,1,16
2012,120,1950,20120209,1520,5,1,1,22
2012,26,721,20120209,1523,1,1,3,38
2012,109,1419,20120209,1530,4,0,4,27
2012,108,760,20120209,1600,4,1,1,21
2012,103,2092,20120209,1609,4,1,1,18
2012,44,2794,20120209,1625,3,1,1,14
2012,41,1634,20120209,1627,3,1,3,33
2012,41,1761,20120209,1640,3,1,3,16
2012,100,1181,20120209,1654,4,1,1,30
2012,114,1817,20120209,1710,4,1,3,46
2012,48,1059,20120209,1715,3,1,2,18
2012,88,742,20120209,1720,2,1,1,20
2012,6,602,20120209,1720,1,1,4,32
2012,13,550,20120209,1735,1,1,4,39
2012,83,1449,20120209,1747,2,1,1,35
2012,77,1930,20120209,1840,2,1,1,17
2012,9,579,20120209,1840,1,1,1,20
2012,113,1221,20120209,1845,4,1,1,20
2012,83,2085,20120209,1930,2,1,3,24
2012,120,1770,20120209,2010,5,0,1,50
2012,90,1741,20120209,2016,2,1,1,29
2012,40,3462,20120209,2017,3,0,2,51
2012,102,683,20120209,2020,4,1,3,21
2012,62,769,20120209,2035,2,1,4,43
2012,73,4285,20120209,2040,2,1,1,28
2012,120,3249,20120209,2045,5,1,1,20
2012,104,710,20120209,2149,4,1,4,19
2012,41,1757,20120209,2152,3,1,1,20
2012,90,1715,20120209,2200,2,1,1,22
2012,109,1625,20120209,2220,4,1,4,17
2012,101,1337,20120209,2300,4,1,1,43
2012,100,1183,20120209,2305,4,1,4,21
2012,41,1639,20120209,2310,3,1,3,45
2012,72,828,20120210,7,2,1,3,35
2012,44,4526,20120210,12,3,1,1,21
2012,105,1294,20120210,30,4,1,1,20
2012,52,2384,20120210,35,3,1,1,49
2012,43,2043,20120210,100,3,1,3,17
2012,75,4819,20120210,115,2,1,2,23
2012,73,2781,20120210,125,2,1,1,53
2012,49,1021,20120210,150,3,1,3,20
2012,66,395,20120210,235,2,1,2,21
2012,43,2422,20120210,350,3,1,3,38
2012,34,1824,20120210,415,1,1,3,19
2012,67,2157,20120210,847,2,1,1,15
2012,79,1908,20120210,905,2,1,1,20
2012,109,1503,20120210,910,4,1,2,32
2012,100,1476,20120210,925,4,1,1,45
2012,100,1469,20120210,955,4,1,1,50
2012,5,447,20120210,1008,1,1,1,17
2012,114,1855,20120210,1045,4,1,3,16
2012,77,2829,20120210,1057,2,1,1,28
2012,109,1457,20120210,1103,4,1,4,45
2012,107,907,20120210,1105,4,1,1,20
2012,122,1118,20120210,1105,5,1,3,16
2012,40,3521,20120210,1106,3,1,1,26
2012,73,4750,20120210,1145,2,1,1,20
2012,45,742,20120210,1150,3,1,1,16
2012,48,1545,20120210,1154,3,1,3,36
2012,34,1747,20120210,1207,1,1,3,29
2012,76,602,20120210,1220,2,1,1,17
2012,40,4129,20120210,1220,3,1,1,42
2012,73,2773,20120210,1230,2,1,1,5
2012,114,1753,20120210,1230,4,1,4,30
2012,102,788,20120210,1245,4,1,3,15
2012,30,920,20120210,1258,1,1,3,39
2012,32,1841,20120210,1302,1,1,1,45
2012,40,3659,20120210,1310,3,1,1,14
2012,108,707,20120210,1330,4,1,3,17
2012,44,4057,20120210,1340,3,0,3,15
2012,73,4732,20120210,1340,2,1,1,16
2012,32,1842,20120210,1350,1,1,3,26
2012,103,1941,20120210,1400,4,1,1,46
2012,6,588,20120210,1407,1,1,2,37
2012,106,1151,20120210,1415,4,1,3,17
2012,44,3509,20120210,1435,3,1,1,16
2012,101,1141,20120210,1435,4,1,1,16
2012,109,1552,20120210,1435,4,1,3,55
2012,107,578,20120210,1450,4,1,5,21
2012,79,1884,20120210,1450,2,1,3,23
2012,115,1822,20120210,1508,4,1,3,19
2012,109,1462,20120210,1510,4,0,1,15
2012,81,1752,20120210,1515,2,1,1,15
2012,115,1810,20120210,1515,4,1,3,27
2012,32,1759,20120210,1525,1,1,1,27
2012,20,509,20120210,1525,1,1,1,54
2012,44,3392,20120210,1530,3,1,3,18
2012,72,858,20120210,1530,2,1,3,20
2012,44,2900,20120210,1535,3,1,1,19
2012,41,1738,20120210,1535,3,1,3,23
2012,41,1653,20120210,1545,3,1,2,36
2012,48,1154,20120210,1555,3,1,1,18
2012,41,1672,20120210,1605,3,1,3,40
2012,50,319,20120210,1610,3,1,1,18
2012,101,1120,20120210,1611,4,1,1,16
2012,42,1658,20120210,1620,3,1,3,16
2012,78,519,20120210,1620,2,1,3,17
2012,103,1896,20120210,1645,4,1,1,27
2012,72,880,20120210,1730,2,1,3,17
2012,75,4936,20120210,1731,2,1,2,24
2012,112,470,20120210,1740,4,1,5,26
2012,44,2807,20120210,1742,3,1,3,40
2012,1,357,20120210,1744,1,1,5,32
2012,62,782,20120210,1750,2,1,3,37
2012,14,1380,20120210,1800,1,1,3,39
2012,71,804,20120210,1805,2,0,1,26
2012,34,1748,20120210,1820,1,1,3,26
2012,75,4721,20120210,1825,2,1,1,15
2012,40,3503,20120210,1830,3,1,2,19
2012,77,2838,20120210,1835,2,1,1,40
2012,81,1760,20120210,1850,2,1,1,22
2012,100,1417,20120210,1910,4,1,1,23
2012,120,1857,20120210,1910,5,1,3,18
2012,100,1418,20120210,1910,4,1,4,18
2012,52,2280,20120210,1915,3,1,1,13
2012,69,925,20120210,1920,2,1,1,19
2012,40,3498,20120210,1935,3,1,1,29
2012,77,2191,20120210,1939,2,1,1,25
2012,120,1849,20120210,1940,5,1,1,30
2012,100,1694,20120210,1943,4,1,1,23
2012,28,1173,20120210,1944,1,1,1,50
2012,34,1680,20120210,1944,1,1,3,32
2012,67,1970,20120210,1945,2,1,1,15
2012,52,1973,20120210,2005,3,1,1,18
2012,73,2806,20120210,2010,2,1,1,20
2012,84,743,20120210,2010,2,1,1,16
2012,52,1950,20120210,2010,3,1,2,26
2012,81,1750,20120210,2017,2,1,1,48
2012,47,1252,20120210,2022,3,1,1,33
2012,83,2018,20120210,2030,2,0,1,27
2012,44,3348,20120210,2035,3,1,3,14
2012,101,1266,20120210,2055,4,1,1,19
2012,46,1674,20120210,2110,3,1,2,18
2012,110,1474,20120210,2115,4,1,3,19
2012,9,678,20120210,2120,1,1,4,25
2012,70,3048,20120210,2130,2,1,1,99
2012,40,3708,20120210,2130,3,1,3,25
2012,90,2013,20120210,2141,2,0,1,39
2012,46,1828,20120210,2143,3,1,2,17
2012,73,2797,20120210,2200,2,1,1,17
2012,40,4423,20120210,2200,3,1,1,16
2012,63,477,20120210,2200,2,1,4,54
2012,42,1706,20120210,2230,3,1,1,17
2012,67,2140,20120210,2240,2,1,1,27
2012,90,1746,20120210,2247,2,1,3,18
2012,47,1330,20120210,2250,3,1,1,21
2012,73,3225,20120210,2250,2,1,1,17
2012,104,768,20120210,2253,4,1,3,28
2012,43,2106,20120210,2255,3,1,1,16
2012,75,4625,20120210,2315,2,1,3,22
2012,120,1818,20120210,2320,5,1,4,47
2012,42,1433,20120210,2330,3,1,1,19
2012,67,2153,20120210,2332,2,1,1,23
2012,103,2205,20120210,2340,4,1,1,25
2012,101,1111,20120210,2355,4,1,1,24
2012,40,3757,20120211,15,3,1,1,16
2012,40,3756,20120211,15,3,1,3,38
2012,75,4610,20120211,40,2,1,1,25
2012,75,4637,20120211,42,2,1,1,21
2012,46,1555,20120211,45,3,0,1,19
2012,17,181,20120211,50,1,1,5,53
2012,40,3830,20120211,105,3,0,3,19
2012,32,4006,20120211,115,1,1,1,37
2012,48,1109,20120211,120,3,1,3,25
2012,23,1543,20120211,125,1,1,1,18
2012,1,414,20120211,130,1,1,1,19
2012,115,1827,20120211,136,4,1,3,24
2012,79,2041,20120211,138,2,1,3,32
2012,32,1958,20120211,140,1,1,1,23
2012,6,582,20120211,205,1,1,1,18
2012,24,727,20120211,220,1,1,4,50
2012,70,2109,20120211,325,2,1,1,37
2012,67,2203,20120211,407,2,1,3,28
2012,40,3694,20120211,440,3,1,3,22
2012,34,2739,20120211,510,1,1,2,29
2012,104,745,20120211,707,4,1,3,20
2012,18,601,20120211,715,1,0,3,27
2012,120,2087,20120211,839,5,1,2,32
2012,115,1718,20120211,1034,4,1,3,46
2012,60,1398,20120211,1145,2,1,2,22
2012,75,5650,20120211,1240,2,1,1,51
2012,41,1677,20120211,1240,3,1,2,19
2012,43,2265,20120211,1245,3,1,1,27
2012,113,1489,20120211,1305,4,1,1,54
2012,40,3635,20120211,1305,3,1,3,18
2012,47,1287,20120211,1310,3,1,1,24
2012,40,5249,20120211,1320,3,1,1,35
2012,101,1250,20120211,1334,4,1,1,17
2012,73,2859,20120211,1350,2,1,1,16
2012,90,1818,20120211,1415,2,1,4,49
2012,103,2448,20120211,1430,4,0,1,29
2012,33,688,20120211,1435,1,1,1,48
2012,73,2886,20120211,1453,2,1,1,49
2012,28,1129,20120211,1502,1,1,1,17
2012,113,1002,20120211,1505,4,1,1,16
2012,113,984,20120211,1540,4,1,1,43
2012,33,689,20120211,1550,1,1,2,28
2012,44,3385,20120211,1550,3,1,3,15
2012,77,2884,20120211,1555,2,1,1,23
2012,44,3277,20120211,1625,3,1,1,19
2012,106,778,20120211,1630,4,1,1,16
2012,34,2509,20120211,1630,1,1,2,57
2012,40,3603,20120211,1635,3,1,1,18
2012,84,586,20120211,1635,2,1,1,61
2012,41,1606,20120211,1638,3,1,3,14
2012,44,5131,20120211,1645,3,1,1,55
2012,32,1913,20120211,1645,1,1,1,18
2012,40,3653,20120211,1645,3,1,1,17
2012,108,742,20120211,1645,4,1,2,23
2012,114,2050,20120211,1646,4,1,4,17
2012,41,2042,20120211,1650,3,1,3,16
2012,70,2356,20120211,1715,2,1,4,37
2012,40,4091,20120211,1721,3,1,2,44
2012,30,835,20120211,1725,1,1,2,22
2012,30,1099,20120211,1733,1,1,2,22
2012,70,2088,20120211,1800,2,1,1,55
2012,41,1858,20120211,1815,3,1,2,19
2012,46,1547,20120211,1830,3,1,1,30
2012,79,1881,20120211,1843,2,1,3,32
2012,81,1821,20120211,1845,2,1,1,18
2012,75,4855,20120211,1900,2,1,1,18
2012,24,751,20120211,1916,1,1,3,36
2012,46,1591,20120211,1930,3,1,1,19
2012,75,4557,20120211,1945,2,1,1,15
2012,101,1224,20120211,1955,4,1,1,25
2012,67,2168,20120211,2000,2,1,1,16
2012,61,853,20120211,2010,2,1,4,16
2012,70,2102,20120211,2015,2,1,1,65
2012,40,3613,20120211,2015,3,1,2,17
2012,32,1805,20120211,2026,1,1,1,15
2012,73,4723,20120211,2035,2,1,1,47
2012,75,4806,20120211,2041,2,1,1,18
2012,73,2869,20120211,2051,2,1,1,42
2012,75,5667,20120211,2110,2,1,1,16
2012,9,556,20120211,2114,1,1,3,35
2012,79,1929,20120211,2130,2,1,1,16
2012,42,1563,20120211,2135,3,1,2,17
2012,46,2036,20120211,2144,3,1,2,16
2012,70,2117,20120211,2145,2,1,1,39
2012,52,2534,20120211,2145,3,1,1,42
2012,114,1831,20120211,2147,4,1,1,37
2012,41,1864,20120211,2205,3,1,3,17
2012,7,589,20120211,2210,1,1,1,30
2012,114,2695,20120211,2215,4,1,3,20
2012,67,1759,20120211,2230,2,1,1,19
2012,123,311,20120211,2231,5,1,5,36
2012,90,2701,20120211,2320,2,1,1,26
2012,83,2291,20120211,2330,2,1,5,36
2012,25,1077,20120212,0,1,1,1,19
2012,73,6179,20120212,5,2,0,1,28
2012,30,1690,20120212,20,1,1,2,44
2012,43,2121,20120212,33,3,1,1,23
2012,44,3071,20120212,50,3,1,1,18
2012,103,1774,20120212,105,4,1,1,22
2012,42,1653,20120212,204,3,1,1,37
2012,32,2261,20120212,215,1,1,1,25
2012,76,557,20120212,239,2,0,3,45
2012,49,1115,20120212,310,3,1,1,20
2012,46,1616,20120212,310,3,1,2,22
2012,46,1614,20120212,400,3,1,3,23
2012,79,2336,20120212,435,2,0,4,20
2012,75,6550,20120212,520,2,1,1,39
2012,43,2135,20120212,535,3,1,3,24
2012,44,3104,20120212,1005,3,1,3,29
2012,115,1828,20120212,1011,4,1,3,33
2012,84,755,20120212,1015,2,1,1,38
2012,14,1436,20120212,1045,1,1,4,54
2012,107,711,20120212,1105,4,1,5,62
2012,5,462,20120212,1137,1,1,3,37
2012,105,1251,20120212,1210,4,1,1,36
2012,14,1432,20120212,1228,1,1,3,34
2012,60,1282,20120212,1235,2,1,4,26
2012,120,2251,20120212,1248,5,1,1,42
2012,17,185,20120212,1310,1,1,5,30
2012,84,756,20120212,1315,2,1,1,17
2012,81,1872,20120212,1415,2,1,1,15
2012,109,1569,20120212,1430,4,1,2,32
2012,32,1824,20120212,1520,1,1,1,19
2012,32,1825,20120212,1520,1,1,1,20
2012,70,2933,20120212,1545,2,1,1,30
2012,47,1236,20120212,1555,3,1,3,21
2012,40,3795,20120212,1600,3,1,1,21
2012,102,832,20120212,1609,4,1,3,2
2012,40,3747,20120212,1642,3,1,1,53
2012,73,2896,20120212,1700,2,1,1,61
2012,43,2171,20120212,1735,3,1,3,16
2012,113,1491,20120212,1745,4,1,1,34
2012,7,614,20120212,1750,1,1,2,29
2012,28,1865,20120212,1830,1,0,1,27
2012,67,2063,20120212,1834,2,1,1,16
2012,77,2080,20120212,1840,2,1,5,28
2012,28,1230,20120212,1845,1,1,1,28
2012,79,2153,20120212,1847,2,1,1,50
2012,103,2106,20120212,1855,4,1,1,26
2012,103,2079,20120212,1909,4,1,1,20
2012,30,1114,20120212,1915,1,0,2,30
2012,75,5207,20120212,1915,2,1,1,29
2012,81,1851,20120212,1920,2,1,1,16
2012,73,2900,20120212,1930,2,1,1,26
2012,75,6774,20120212,1930,2,1,1,23
2012,75,6771,20120212,1930,2,1,3,17
2012,63,488,20120212,2010,2,1,1,22
2012,44,3140,20120212,2020,3,1,1,20
2012,71,795,20120212,2028,2,1,4,20
2012,67,2441,20120212,2030,2,1,1,22
2012,79,2150,20120212,2040,2,1,1,15
2012,75,6754,20120212,2041,2,1,1,25
2012,43,2161,20120212,2115,3,1,1,22
2012,77,2071,20120212,2125,2,0,1,45
2012,73,3091,20120212,2145,2,1,1,20
2012,67,2713,20120212,2145,2,1,1,17
2012,40,3736,20120212,2150,3,1,3,24
2012,106,814,20120212,2230,4,1,5,19
2012,120,1983,20120212,2240,5,1,1,16
2012,32,1966,20120212,2305,1,1,3,33
2012,30,1672,20120212,2330,1,1,2,16
2012,75,4675,20120212,2347,2,1,1,23
2012,110,1171,20120213,15,4,1,3,28
2012,113,1168,20120213,100,4,0,1,18
2012,24,729,20120213,205,1,1,3,31
2012,100,1300,20120213,248,4,1,1,25
2012,33,707,20120213,305,1,1,2,39
2012,20,519,20120213,425,1,1,3,57
2012,49,1051,20120213,500,3,1,1,42
2012,120,2058,20120213,611,5,1,1,29
2012,77,2127,20120213,831,2,1,1,51
2012,79,1952,20120213,839,2,1,1,44
2012,113,1170,20120213,1100,4,1,1,26
2012,20,522,20120213,1122,1,1,3,45
2012,72,890,20120213,1125,2,1,3,31
2012,69,759,20120213,1154,2,1,1,34
