"year" "pct" "ser_num" "datestop" "timestop" "city" "sex" "race" "dob" "age"
"445859" 2012 9 4636 10202012 5 1 1 3 12311900 48
"445892" 2012 9 4669 10112012 200 1 1 1 10231971 40
"445982" 2012 9 4761 10312012 120 1 1 2 12311900 22
"445995" 2012 9 4774 10282012 145 1 1 1 3071994 18
"445998" 2012 9 4777 10252012 120 1 1 4 5181972 40
"446005" 2012 9 4784 10252012 2004 1 1 3 6301985 27
"446058" 2012 9 4838 11072012 230 1 1 3 8111993 19
"446139" 2012 9 4919 11012012 220 1 1 3 2131980 32
"446231" 2012 9 5012 11252012 1823 1 1 2 4241977 35
"446239" 2012 9 5020 11202012 1030 1 1 3 3221962 50
"446246" 2012 9 5027 11282012 1415 1 1 3 12311900 47
"446254" 2012 9 5035 11252012 20 1 1 1 2041998 14
"446302" 2012 9 5083 11082012 2115 1 1 1 12311900 59
"446314" 2012 9 5095 11232012 350 1 1 1 9021987 27
"446367" 2012 9 5148 12052012 500 1 1 3 12181981 30
"446396" 2012 9 5177 12142012 326 1 1 1 6081993 19
"446408" 2012 9 5189 12142012 240 1 1 1 12311900 25
"446418" 2012 9 5199 12112012 1434 1 1 1 12221995 17
"446447" 2012 9 5229 12132012 320 1 1 1 12311900 34
"446466" 2012 9 5248 12182012 1915 1 1 2 11061966 47
"446474" 2012 9 5256 12222012 50 1 1 4 12311900 37
"446483" 2012 9 5265 12222012 330 1 1 3 12311900 17
"446487" 2012 9 5269 12212012 2125 1 1 4 8071992 20
"446520" 2012 9 5302 12232012 2218 1 1 3 10021979 33
"446524" 2012 9 5306 12202012 15 1 1 3 5161986 26
"446605" 2012 10 2116 10162012 1810 1 1 1 5191993 19
"446608" 2012 10 2119 10152012 930 1 1 1 12311900 25
"446675" 2012 10 2190 10262012 1550 1 1 4 12311900 31
"446702" 2012 10 2218 11112012 1520 1 1 4 12311900 69
"446744" 2012 10 2262 11272012 2016 1 1 1 12311900 28
"446754" 2012 10 2272 11232012 855 1 0 1 12311900 46
"446839" 2012 10 2357 12142012 207 1 1 3 12051994 18
"446893" 2012 10 2412 12122012 144 1 1 1 12311900 29
"446901" 2012 10 2420 12062012 1750 1 1 1 12311900 20
"446903" 2012 10 2422 12222012 245 1 1 1 12311900 29
"446906" 2012 10 2425 12222012 1930 1 1 1 12311900 38
"446911" 2012 10 2430 12252012 234 1 1 1 12311900 46
"446940" 2012 13 3160 10022012 215 1 1 1 5061981 31
"446955" 2012 13 3214 10052012 1855 1 1 1 1281993 19
"446959" 2012 13 3219 10052012 2323 1 1 4 1011985 27
"446965" 2012 13 3225 10032012 1600 1 1 1 11101971 40
"446994" 2012 13 3277 10102012 2045 1 1 1 8081992 20
"447093" 2012 13 3377 10042012 1809 1 1 2 7111984 28
"447124" 2012 13 3409 10192012 2216 1 1 1 8271955 57
"447126" 2012 13 3411 10202012 2150 1 1 1 7041993 19
"447132" 2012 13 3417 10212012 2250 1 1 1 6191996 16
"447138" 2012 13 3423 10102012 2230 1 1 4 12071980 31
"447144" 2012 13 3430 10232012 1145 1 0 4 9261951 61
"447161" 2012 13 3447 10192012 1935 1 1 3 10061955 57
"447177" 2012 13 3463 10242012 950 1 1 1 12311900 46
"447215" 2012 13 3501 10262012 418 1 1 3 2131988 24
"447230" 2012 13 3517 11122012 55 1 1 3 12271995 16
"447287" 2012 13 3575 11212012 1700 1 1 3 6241994 18
"447358" 2012 13 3649 12032012 1652 1 1 1 6231988 24
"447364" 2012 13 3655 11282012 1220 1 1 4 5161958 54
"447379" 2012 13 3670 12052012 2015 1 1 1 9101988 25
"447400" 2012 13 3691 12102012 1035 1 1 3 5041971 41
"447425" 2012 13 3716 12122012 1640 1 1 1 8081973 39
"447457" 2012 13 3748 12112012 1905 1 1 3 1031970 42
"447506" 2012 13 3797 12132012 940 1 1 1 12311900 47
"447528" 2012 13 3819 12142012 2240 1 1 1 3301980 32
"447551" 2012 13 3842 11052012 757 1 1 1 8101970 42
"447552" 2012 13 3843 12262012 1335 1 1 2 12311900 35
"447560" 2012 13 3851 12292012 249 1 1 1 3031979 33
"447605" 2012 14 7526 10012012 821 1 0 1 9301966 46
"447619" 2012 14 7550 10032012 1420 1 1 1 4041958 54
"447633" 2012 14 7567 10042012 2012 1 1 1 11241990 21
"447647" 2012 14 7585 10082012 1045 1 1 1 12311900 42
"447671" 2012 14 7610 10072012 319 1 1 1 11201967 44
"447696" 2012 14 7636 10082012 1316 1 1 1 12311900 43
"447700" 2012 14 7640 10022012 1530 1 1 2 10171982 29
"447720" 2012 14 7660 10102012 1835 1 1 4 5021972 40
"447722" 2012 14 7662 10092012 1810 1 1 4 12311900 31
"447733" 2012 14 7673 10102012 1243 1 1 1 11011989 22
"447734" 2012 14 7674 10112012 205 1 1 3 11161988 24
"447740" 2012 14 7680 10112012 835 1 1 1 12311900 30
"447758" 2012 14 7698 10092012 255 1 1 1 12311900 34
"447783" 2012 14 7723 10132012 1846 1 1 1 12131983 28
"447819" 2012 14 7759 10152012 2345 1 1 3 4201986 26
"447851" 2012 14 7796 10162012 1855 1 0 1 11161958 53
"447856" 2012 14 7801 10162012 1705 1 1 1 11061963 52
"447894" 2012 14 7839 10192012 418 1 1 1 8041979 33
"447911" 2012 14 7856 10042012 1412 1 1 1 10181956 57
"447963" 2012 14 7909 10222012 1455 1 1 1 1201962 50
"448019" 2012 14 7982 10232012 815 1 1 3 12311900 25
"448032" 2012 14 7995 10232012 2325 1 1 1 1221960 52
"448035" 2012 14 7998 10232012 1023 1 1 1 12311900 45
"448042" 2012 14 8005 10252012 1930 1 1 4 4281959 53
"448097" 2012 14 8061 10252012 840 1 1 3 6151993 19
"448162" 2012 14 8129 11062012 1440 1 1 1 12311900 21
"448197" 2012 14 8166 11132012 2005 1 1 1 5061952 60
"448232" 2012 14 8201 10232012 1100 1 1 1 12311900 23
"448295" 2012 14 8264 11152012 1030 1 1 4 11011954 58
"448337" 2012 14 8306 11202012 2355 1 1 1 6201958 54
"448349" 2012 14 8318 11202012 1656 1 1 1 9201941 66
"448364" 2012 14 8333 10152012 2010 1 0 3 12311900 22
"448415" 2012 14 8384 11262012 1530 1 1 1 5221966 46
"448474" 2012 14 8443 11292012 1335 1 1 1 12311900 50
"448510" 2012 14 8480 11242012 1555 1 1 4 10091983 29
"448547" 2012 14 8517 11282012 2135 1 1 1 12311900 25
"448588" 2012 14 8558 11292012 1247 1 1 1 12311900 33
"448591" 2012 14 8561 12042012 1525 1 1 1 1171967 45
"448643" 2012 14 8614 12042012 1838 1 1 4 2231985 27
"448691" 2012 14 8662 12102012 1342 1 1 1 1071984 28
"448780" 2012 14 8751 12152012 1412 1 1 1 12311900 17
"448801" 2012 14 8772 12142012 2136 1 1 4 12311900 18
"448865" 2012 14 8836 12132012 1729 1 1 1 12311900 34
"448870" 2012 14 8841 12142012 1620 1 1 1 12311900 22
"448874" 2012 14 8845 12182012 1945 1 1 1 12311900 23
"448896" 2012 14 8867 12202012 2021 1 1 3 12311900 61
"448911" 2012 14 8882 12192012 1600 1 1 4 3181953 59
"448956" 2012 14 8927 12192012 1405 1 1 1 8271953 59
"448964" 2012 14 8935 12182012 2305 1 1 1 3251969 43
"448993" 2012 14 8964 12252012 1311 1 0 3 12311900 19
"449021" 2012 14 8992 12302012 55 1 1 3 12311900 21
"449053" 2012 14 9024 12122012 1400 1 1 1 11051992 20
"449073" 2012 14 9044 12312012 2240 1 1 3 8311979 34
"449093" 2012 14 9064 12202012 745 1 1 3 12311900 54
"449104" 2012 14 9075 12242012 840 1 0 3 12311900 57
"449139" 2012 17 1153 10122012 130 1 1 1 11241993 18
"449145" 2012 17 1159 10042012 610 1 1 1 4141988 24
"449179" 2012 17 1197 10232012 1750 1 1 3 6091982 30
"449203" 2012 17 1221 11032012 137 1 1 1 8121961 50
"449241" 2012 17 1260 11192012 1800 1 0 2 12311900 42
"449267" 2012 17 1288 11282012 1408 1 1 1 12311900 50
"449316" 2012 17 1337 12182012 1154 1 1 4 1191980 32
"449318" 2012 17 1339 12192012 1430 1 1 1 8221983 29
"449340" 2012 18 2468 10032012 1850 1 1 3 3041989 23
"449383" 2012 18 2526 10122012 402 1 1 3 12311900 34
"449422" 2012 18 2565 10122012 1727 1 1 1 12311900 20
"449424" 2012 18 2567 10102012 1711 1 1 1 12311900 42
"449491" 2012 18 2638 10282012 2200 1 1 1 12311900 39
"449518" 2012 18 2665 10172012 1830 1 1 1 12311900 25
"449556" 2012 18 2703 11162012 2212 1 1 1 12311900 32
"449565" 2012 18 2712 11162012 310 1 1 1 12311900 23
"449568" 2012 18 2715 11122012 1527 1 1 1 12311900 51
"449572" 2012 18 2719 11272012 2145 1 1 2 12311900 50
"449624" 2012 18 2771 12052012 351 1 1 1 12311900 48
"449658" 2012 18 2805 11292012 1425 1 1 1 12311900 16
"449707" 2012 18 2854 12182012 2042 1 1 1 12311900 36
"449741" 2012 18 2888 12202012 1241 1 1 4 12311900 38
"449747" 2012 18 2894 12232012 2110 1 1 1 12311900 35
"449777" 2012 18 2925 12012012 1638 1 1 4 12311900 27
"449802" 2012 18 2950 12072012 1500 1 0 3 12311900 26
"449818" 2012 18 2966 12102012 1430 1 1 1 5081997 15
"449858" 2012 19 4041 10022012 1515 1 0 1 3051994 18
"449868" 2012 19 4051 10032012 1450 1 1 1 10101960 51
"449887" 2012 19 4085 10042012 1500 1 1 4 3081985 27
"449925" 2012 19 4128 10032012 1415 1 0 1 12311900 38
"449929" 2012 19 4132 10082012 1215 1 1 1 12201991 20
"449951" 2012 19 4154 10112012 21 1 1 1 9051993 19
"450024" 2012 19 4233 10172012 1420 1 1 4 8111980 32
"450042" 2012 19 4251 10182012 1640 1 1 2 3181966 46
"450080" 2012 19 4290 10252012 1950 1 1 1 10281976 35
"450099" 2012 19 4309 10262012 2110 1 1 3 9191995 17
"450129" 2012 19 4340 11052012 715 1 1 3 9081988 25
"450146" 2012 19 4357 11122012 1545 1 1 3 3261971 41
"450161" 2012 19 4372 11162012 1030 1 1 1 7201965 47
"450185" 2012 19 4397 11142012 230 1 1 3 7121987 24
"450188" 2012 19 4400 11162012 30 1 1 1 12101957 55
"450194" 2012 19 4406 11232012 1520 1 0 1 8171994 18
"450201" 2012 19 4413 11232012 850 1 1 3 8271963 49
"450261" 2012 19 4475 11292012 830 1 1 3 1251978 32
"450271" 2012 19 4485 11292012 1208 1 1 1 12141961 51
"450278" 2012 19 4492 11242012 1852 1 1 3 4231988 24
"450306" 2012 19 4520 12052012 2200 1 1 5 10251960 52
"450321" 2012 19 4535 12062012 1012 1 1 1 7261963 49
"450328" 2012 19 4543 12082012 931 1 1 4 12072012 33
"450335" 2012 19 4550 12112012 1752 1 1 1 4151965 47
"450363" 2012 19 4578 12152012 20 1 0 4 1151991 21
"450377" 2012 19 4592 12152012 1638 1 1 3 12311900 28
"450425" 2012 19 4640 12262012 1625 1 1 3 12311900 37
"450427" 2012 19 4642 12152012 1130 1 1 1 12311900 25
"450428" 2012 19 4643 12042012 1615 1 1 3 12311900 14
"450435" 2012 19 4651 12282012 1510 1 1 1 12211963 49
"450453" 2012 19 4669 12292012 950 1 1 3 8111989 23
"450457" 2012 19 4673 12222012 2035 1 1 1 3111987 25
"450480" 2012 20 2742 10022012 1712 1 1 1 12311900 31
"450490" 2012 20 2756 10032012 1605 1 0 2 12311900 15
"450507" 2012 20 2773 10052012 1315 1 1 4 12311900 16
"450568" 2012 20 2835 10132012 145 1 1 1 12311900 52
"450651" 2012 20 2919 10232012 1900 1 1 3 12311900 15
"450719" 2012 20 2987 11092012 1800 1 1 3 12141984 28
"450785" 2012 20 3055 11252012 1715 1 1 4 12311900 25
"450794" 2012 20 3064 11272012 941 1 1 3 12311900 19
"450810" 2012 20 3080 11282012 1410 1 1 3 12311900 20
"450833" 2012 20 3103 11292012 2353 1 1 1 12311900 53
"450898" 2012 20 3168 12142012 943 1 0 3 12311900 21
"450910" 2012 20 3181 12182012 2245 1 1 1 12311900 34
"450925" 2012 20 3197 12222012 1825 1 1 4 12311900 20
"450941" 2012 20 3213 12232012 45 1 1 1 12311900 45
"451050" 2012 22 533 10192012 1947 1 1 1 12311900 29
"451066" 2012 22 549 11062012 1640 1 1 1 12311900 12
"451106" 2012 22 589 12062012 1958 1 1 3 12311900 17
"451110" 2012 22 593 12122012 400 1 1 1 12311900 18
"451137" 2012 23 9431 10022012 1410 1 1 3 12311900 34
"451167" 2012 23 9469 10032012 1040 1 1 3 9191978 34
"451186" 2012 23 9491 10052012 2355 1 1 1 11081984 28
"451190" 2012 23 9495 10052012 1940 1 1 3 10061988 23
"451248" 2012 23 9566 10082012 1555 1 1 1 12311900 56
"451256" 2012 23 9574 10082012 2043 1 1 1 12311900 27
"451301" 2012 23 9641 10112012 1743 1 1 1 6221994 18
"451316" 2012 23 9656 10172012 1005 1 1 1 12311900 52
"451321" 2012 23 9661 10132012 1641 1 1 1 12311900 20
"451354" 2012 23 9694 10122012 2045 1 1 1 12311900 46
"451361" 2012 23 9701 10132012 115 1 1 1 12311900 14
"451363" 2012 23 9703 10102012 2203 1 1 1 12311900 39
"451373" 2012 23 9714 10182012 1900 1 1 2 12311900 17
"451399" 2012 23 9740 10162012 1951 1 1 1 12311900 18
"451432" 2012 23 9774 10162012 2115 1 1 1 12311900 32
"451433" 2012 23 9775 10152012 2305 1 1 1 12311900 53
"451502" 2012 23 9844 10232012 1325 1 1 1 8191998 14
"451636" 2012 23 9981 10252012 2340 1 1 1 12311900 19
"451662" 2012 23 10008 10262012 1530 1 1 3 12311900 15
"451679" 2012 23 10026 10272012 1720 1 1 1 12311900 22
"451698" 2012 23 10046 10262012 2225 1 1 1 12311900 15
"451705" 2012 23 10053 10282012 2330 1 1 3 12311900 30
"451712" 2012 23 10060 11012012 2225 1 1 1 12311900 14
"451724" 2012 23 10072 11012012 1856 1 1 3 12311900 23
"451767" 2012 23 10119 11042012 205 1 1 1 12311900 21
"451794" 2012 23 10146 11052012 1526 1 1 2 12311900 48
"451823" 2012 23 10175 11062012 1950 1 1 1 12311900 56
"451911" 2012 23 10264 11132012 1412 1 1 1 12311900 17
"451930" 2012 23 10283 11102012 1940 1 1 1 8211993 19
"451931" 2012 23 10284 11102012 1940 1 1 1 3041991 21
"451944" 2012 23 10297 11112012 1150 1 1 1 12231982 29
"451948" 2012 23 10301 11132012 1825 1 1 1 12311900 53
"451956" 2012 23 10309 11142012 1735 1 1 1 12311900 19
"452030" 2012 23 10388 11172012 1900 1 1 1 12311900 21
"452068" 2012 23 10426 11202012 1311 1 1 1 12311900 44
"452076" 2012 23 10434 11062012 820 1 1 3 12311900 59
"452086" 2012 23 10444 11152012 1715 1 1 3 11161997 15
"452147" 2012 23 10505 11232012 2216 1 1 1 12311900 19
"452159" 2012 23 10518 11242012 2310 1 1 1 12311900 18
"452197" 2012 23 10556 11262012 40 1 1 1 12311900 27
"452229" 2012 23 10589 11272012 2010 1 1 1 12311900 22
"452244" 2012 23 10605 11272012 1945 1 1 1 12311900 19
"452294" 2012 23 10655 12012012 1945 1 1 3 12311900 42
"452309" 2012 23 10670 12032012 900 1 1 1 12311900 52
"452324" 2012 23 10686 12022012 1715 1 1 3 12311900 14
"452331" 2012 23 10693 12022012 2228 1 1 3 12311900 17
"452338" 2012 23 10700 12042012 1350 1 1 3 12311900 32
"452363" 2012 23 10725 12052012 1516 1 0 3 12311900 40
"452394" 2012 23 10756 12062012 1740 1 1 1 12311900 50
"452395" 2012 23 10757 12062012 1616 1 1 3 12311900 52
"452397" 2012 23 10759 12072012 2125 1 1 1 12311900 16
"452412" 2012 23 10774 12052012 1515 1 1 3 8281959 53
"452415" 2012 23 10777 11282012 1610 1 1 3 12311900 22
"452430" 2012 23 10793 12082012 1440 1 1 3 12311900 22
"452447" 2012 23 10810 12092012 1255 1 1 3 12311900 36
"452463" 2012 23 10826 12112012 2040 1 1 1 12311900 18
"452465" 2012 23 10828 12112012 2045 1 1 1 12311900 19
"452501" 2012 23 10864 12112012 1807 1 1 1 12311900 16
"452600" 2012 23 10966 12162012 110 1 1 1 12311900 18
"452682" 2012 23 11050 12202012 1448 1 1 1 12311900 52
"452697" 2012 23 11065 12202012 1310 1 1 1 12311900 27
"452766" 2012 23 11135 12222012 2309 1 0 1 12311900 28
"452770" 2012 23 11139 12232012 1500 1 1 3 12311900 40
"452775" 2012 23 11144 12232012 2120 1 1 1 12311900 30
"452779" 2012 23 11148 11232012 2200 1 1 3 12311900 21
"452808" 2012 23 11177 12222012 2100 1 1 1 12311900 22
"452818" 2012 23 11187 12262012 1410 1 0 1 12311900 17
"452856" 2012 23 11225 12262012 2040 1 0 1 10051991 21
"452890" 2012 23 11259 12292012 2250 1 1 1 10281994 18
"452943" 2012 23 11312 12282012 1145 1 1 1 12311900 24
"452980" 2012 24 3626 10042012 2314 1 1 3 3151971 30
"452996" 2012 24 3647 10082012 1955 1 1 1 12311900 35
"453021" 2012 24 3678 10122012 2125 1 1 1 3091986 26
"453024" 2012 24 3681 10122012 2131 1 0 3 12311900 16
"453036" 2012 24 3693 10102012 1950 1 1 1 11011957 55
"453087" 2012 24 3745 10102012 1540 1 1 5 12311900 50
"453095" 2012 24 3753 10132012 1955 1 1 4 3271986 26
"453140" 2012 24 3799 10232012 2100 1 1 1 12081972 40
"453158" 2012 24 3818 10232012 2335 1 1 3 12311900 28
"453205" 2012 24 3867 11062012 1105 1 1 1 2231971 41
"453221" 2012 24 3883 11082012 1355 1 1 1 10241967 45
"453241" 2012 24 3905 11092012 1805 1 1 2 12311900 33
"453299" 2012 24 3963 11232012 1715 1 1 1 8011968 44
"453300" 2012 24 3964 11252012 15 1 1 4 6101967 45
"453301" 2012 24 3965 11252012 1540 1 1 3 7011994 18
"453302" 2012 24 3966 11252012 1540 1 1 2 3251979 33
"453305" 2012 24 3969 11252012 415 1 1 1 5061993 19
"453397" 2012 24 4061 12102012 1600 1 1 1 3021962 50
"453410" 2012 24 4075 12082012 2155 1 1 1 5121973 39
"453415" 2012 24 4080 12062012 1705 1 1 1 6231993 19
"453425" 2012 24 4090 11052012 1845 1 1 1 12311900 33
"453458" 2012 24 4123 12142012 1800 1 1 1 12311900 22
"453469" 2012 24 4134 12142012 1905 1 1 3 12311900 18
"453492" 2012 24 4157 12062012 1950 1 1 3 12311900 25
"453493" 2012 24 4158 12062012 1950 1 1 2 12311900 23
"453541" 2012 24 4206 12212012 145 1 1 1 12141958 54
"453542" 2012 24 4207 12232012 40 1 1 1 6171961 51
"453573" 2012 24 4238 12282012 1610 1 1 1 12311900 55
"453642" 2012 25 5712 10072012 2013 1 1 1 12311900 15
"453643" 2012 25 5713 10072012 2153 1 1 1 12311900 29
"453678" 2012 25 5751 10102012 1900 1 0 3 11011991 20
"453706" 2012 25 5780 10172012 1415 1 1 2 8141973 39
"453731" 2012 25 5805 10122012 210 1 1 1 12311900 24
"453736" 2012 25 5810 10112012 2230 1 1 3 12311900 29
"453774" 2012 25 5848 10182012 210 1 1 1 3081976 36
"453858" 2012 25 5935 11062012 2110 1 1 3 7051986 26
"453908" 2012 25 5986 11062012 341 1 1 2 9071985 27
"453983" 2012 25 6063 11062012 1850 1 1 1 12311900 14
"454003" 2012 25 6083 11232012 1437 1 1 3 3231954 58
"454029" 2012 25 6109 11142012 100 1 1 1 12311900 21
"454033" 2012 25 6114 11202012 2100 1 1 1 12311900 35
"454063" 2012 25 6144 11282012 2340 1 0 1 12311900 24
"454068" 2012 25 6149 11212012 35 1 1 1 12311900 27
"454107" 2012 25 6189 11302012 1815 1 1 4 12231969 42
"454244" 2012 25 6332 12132012 1533 1 1 4 4131971 41
"454245" 2012 25 6333 12122012 1650 1 1 3 1091985 27
"454276" 2012 25 6364 12182012 1655 1 1 1 12311900 33
"454320" 2012 25 6408 12262012 1850 1 1 2 12311900 53
"454333" 2012 25 6421 12272012 2205 1 1 1 12311900 18
"454366" 2012 25 6454 12292012 230 1 1 3 12311900 35
"454367" 2012 25 6455 12302012 215 1 1 3 12121992 20
"454392" 2012 25 6480 12312012 2021 1 1 1 12311900 19
"454400" 2012 25 6488 12282012 330 1 1 1 10231984 28
"454454" 2012 26 4511 10022012 2215 1 1 1 5141990 22
"454482" 2012 26 4550 10062012 1815 1 1 3 12311900 33
"454510" 2012 26 4583 10062012 1745 1 1 1 2111995 17
"454517" 2012 26 4590 10092012 1010 1 1 1 12311900 16
"454528" 2012 26 4601 10042012 508 1 1 1 11151981 30
"454610" 2012 26 4686 10152012 1255 1 1 1 12311900 32
"454626" 2012 26 4702 10172012 100 1 1 1 4191992 20
"454628" 2012 26 4704 10172012 40 1 1 2 5041993 19
"454639" 2012 26 4715 10182012 28 1 1 1 8041990 22
"454677" 2012 26 4753 10212012 205 1 0 1 11011995 17
"454684" 2012 26 4760 10182012 2314 1 1 1 12311900 21
"454728" 2012 26 4804 10232012 1835 1 1 1 8041989 23
"454747" 2012 26 4824 10262012 2043 1 1 1 12311900 29
"454812" 2012 26 4891 10262012 1555 1 0 4 8021977 33
"454832" 2012 26 4912 11022012 2328 1 1 1 4211996 16
"454834" 2012 26 4914 11022012 2330 1 1 1 12311900 14
"454862" 2012 26 4943 11062012 835 1 1 1 10041958 54
"454867" 2012 26 4948 11082012 1830 1 1 1 12181995 16
"454868" 2012 26 4949 11092012 734 1 1 5 5101990 22
"454885" 2012 26 4966 11122012 140 1 1 2 9171994 18
"454904" 2012 26 4986 11142012 1537 1 1 1 12311900 15
"454916" 2012 26 4998 11132012 1822 1 1 1 9131994 18
"454963" 2012 26 5045 11262012 1827 1 1 1 12241964 47
"454975" 2012 26 5057 11282012 110 1 1 1 8041992 20
"454980" 2012 26 5062 11212012 1920 1 1 1 12311900 19
"454984" 2012 26 5066 11262012 2018 1 1 1 12311900 62
"455023" 2012 26 5105 12032012 530 1 1 3 1301966 46
"455025" 2012 26 5107 12012012 2230 1 1 1 6271990 22
"455028" 2012 26 5110 11302012 1110 1 1 2 12311900 18
"455040" 2012 26 5122 12012012 1415 1 1 1 12311900 42
"455048" 2012 26 5130 12012012 2230 1 1 2 12311900 19
"455085" 2012 26 5167 12042012 2108 1 1 1 12311900 77
"455086" 2012 26 5168 12052012 2220 1 1 3 12311900 34
"455127" 2012 26 5210 12112012 2225 1 1 1 12311900 20
"455137" 2012 26 5221 12122012 1413 1 1 3 12311900 20
"455165" 2012 26 5249 12152012 2358 1 1 1 12311900 16
"455166" 2012 26 5250 12162012 5 1 1 3 12311900 15
"455176" 2012 26 5260 12142012 1230 1 1 1 7201983 29
"455182" 2012 26 5266 12172012 1007 1 1 1 12311900 15
"455207" 2012 26 5291 12192012 300 1 1 4 12311900 21
"455241" 2012 26 5326 12122012 1940 1 1 1 12181987 25
"455283" 2012 26 5369 12222012 2310 1 1 1 12311900 13
"455291" 2012 26 5377 12222012 2319 1 1 3 12311900 19
"455333" 2012 26 5420 12262012 2057 1 1 3 12311900 18
"455360" 2012 26 5447 12282012 1930 1 1 1 12311900 18
"455365" 2012 26 5452 12282012 1520 1 1 1 12311900 53
"455402" 2012 26 5489 12302012 2340 1 1 1 9051993 19
"455433" 2012 26 5520 12302012 1903 1 1 1 12311900 14
"455458" 2012 28 5667 10012012 138 1 1 3 2261995 17
"455497" 2012 28 5723 10062012 1800 1 1 1 3121983 29
"455593" 2012 28 5836 10092012 1610 1 1 1 7261959 53
"455625" 2012 28 5868 10172012 2255 1 1 1 6201961 51
"455627" 2012 28 5870 10162012 1740 1 1 4 5071956 57
"455633" 2012 28 5876 10162012 1335 1 0 4 10271971 41
"455642" 2012 28 5885 10172012 2025 1 1 1 1101985 27
"455659" 2012 28 5902 10192012 1925 1 1 3 10031975 37
"455670" 2012 28 5913 10212012 1747 1 1 1 9181987 25
"455697" 2012 28 5940 10202012 2320 1 1 1 11221989 22
"455727" 2012 28 5973 10252012 1740 1 0 1 8221956 56
"455743" 2012 28 5989 10262012 143 1 1 1 12311900 24
"455769" 2012 28 6015 10272012 2330 1 1 1 7271999 13
"455773" 2012 28 6019 10202012 2200 1 1 1 11101956 15
"455776" 2012 28 6023 10272012 2305 1 1 1 6041992 20
"455804" 2012 28 6051 10262012 2030 1 1 1 12311900 50
"455809" 2012 28 6056 10272012 2300 1 1 1 9041968 44
"455823" 2012 28 6071 10202012 1745 1 1 1 4251955 57
"455871" 2012 28 6120 11012012 229 1 1 1 1271987 25
"455884" 2012 28 6133 11012012 2315 1 1 1 12311900 20
"455896" 2012 28 6145 11022012 2130 1 1 1 2201991 21
"455930" 2012 28 6179 11022012 330 1 1 1 8051980 32
"455960" 2012 28 6209 10312012 1428 1 1 3 1161973 39
"455979" 2012 28 6228 11052012 2055 1 1 2 12311900 50
"455992" 2012 28 6241 11012012 1820 1 1 1 4021990 22
"456034" 2012 28 6284 11092012 100 1 1 1 5031992 20
"456051" 2012 28 6301 11082012 2034 1 1 1 3081986 26
"456075" 2012 28 6325 10272012 3 1 1 1 12311900 45
"456087" 2012 28 6337 11112012 1415 1 1 1 1271969 43
"456092" 2012 28 6342 11102012 1450 1 1 2 11171989 22
"456127" 2012 28 6377 11142012 1410 1 1 1 7232012 50
"456143" 2012 28 6393 11152012 1457 1 1 1 12311900 58
"456190" 2012 28 6442 11202012 1037 1 1 3 12141952 59
"456197" 2012 28 6449 11212012 140 1 1 1 6101976 36
"456199" 2012 28 6451 11192012 2050 1 1 3 12311900 24
"456245" 2012 28 6500 11242012 1615 1 1 1 12311900 20
"456254" 2012 28 6509 11262012 1820 1 1 1 12311900 50
"456255" 2012 28 6510 11272012 1520 1 1 3 7291936 79
"456256" 2012 28 6511 11282012 1327 1 1 1 8251990 22
"456258" 2012 28 6513 11292012 1350 1 1 1 3221976 36
"456348" 2012 28 6604 12082012 1804 1 1 1 2241967 45
"456351" 2012 28 6607 12072012 1335 1 1 3 7271972 40
"456416" 2012 28 6672 12132012 1205 1 1 1 8291989 13
"456483" 2012 28 6739 12202012 1128 1 1 1 11121965 41
"456498" 2012 28 6754 12212012 2240 1 1 1 6061987 25
"456557" 2012 28 6813 12282012 105 1 1 1 5021992 20
"456582" 2012 30 4844 10032012 1239 1 1 1 12311900 39
"456645" 2012 30 4925 10062012 2020 1 1 2 12311900 23
"456662" 2012 30 4943 10052012 950 1 1 2 12311900 39
"456729" 2012 30 5012 10112012 1945 1 1 3 12311900 26
"456797" 2012 30 5081 10172012 1145 1 1 2 12311900 23
"456806" 2012 30 5090 10172012 6 1 1 1 12311900 23
"456826" 2012 30 5110 10202012 2030 1 1 3 12311900 19
"456831" 2012 30 5115 10192012 1933 1 1 1 12311900 20
"456868" 2012 30 5152 10142012 2130 1 1 1 12311900 22
"456889" 2012 30 5173 10222012 1115 1 0 1 12311900 50
"456922" 2012 30 5208 10242012 1429 1 1 1 2211956 56
"456930" 2012 30 5217 10252012 15 1 1 1 12311900 33
"456971" 2012 30 5258 10222012 2145 1 1 2 12311900 16
"457032" 2012 30 5320 11072012 1145 1 0 1 11171977 34
"457086" 2012 30 5374 11122012 1320 1 1 1 12311900 25
"457153" 2012 30 5442 11192012 200 1 1 1 12311900 30
"457159" 2012 30 5449 11202012 102 1 1 1 12311900 27
"457172" 2012 30 5462 11172012 2245 1 1 3 7161977 35
"457192" 2012 30 5482 11212012 310 1 1 3 12311900 31
"457210" 2012 30 5501 11262012 136 1 1 1 12311900 30
"457255" 2012 30 5547 11282012 100 1 1 1 12311900 20
"457271" 2012 30 5563 11262012 2306 1 1 2 12311900 17
"457278" 2012 30 5570 12012012 2026 1 1 3 12311900 21
"457304" 2012 30 5596 11212012 2300 1 1 2 12311900 23
"457320" 2012 30 5612 11282012 2339 1 1 1 12311900 36
"457325" 2012 30 5617 11282012 1830 1 1 1 7051974 38
"457364" 2012 30 5658 11302012 2050 1 1 3 2091988 24
