"year" "pct" "ser_num" "datestop" "timestop" "city" "sex" "race" "dob" "age"
"124024" 2012 88 1065 2242012 2122 2 0 1 12311900 17
"124032" 2012 49 1355 2242012 2125 3 1 2 12291987 24
"124044" 2012 49 1357 2242012 2130 3 1 1 2011995 17
"124072" 2012 110 1622 2242012 2135 4 1 3 12311900 18
"124104" 2012 10 472 2242012 2141 1 1 3 12311900 26
"124169" 2012 79 2584 2242012 2205 2 1 1 8111966 44
"124181" 2012 32 4869 2242012 2208 1 1 1 4181995 16
"124219" 2012 102 1044 2242012 2225 4 1 3 11101993 18
"124237" 2012 68 492 2242012 2230 2 1 4 1171996 16
"124289" 2012 20 717 2242012 2254 1 1 3 12311900 28
"124303" 2012 115 2316 2242012 2300 4 0 4 6281987 24
"124398" 2012 32 2474 2242012 2330 1 1 1 7301995 16
"124425" 2012 71 969 2242012 2348 2 1 1 1291996 16
"124489" 2012 69 935 2252012 20 2 1 1 4271991 20
"124520" 2012 19 992 2252012 25 1 1 4 1261989 23
"124553" 2012 48 1418 2252012 35 3 1 1 12311900 20
"124566" 2012 44 3803 2252012 45 3 1 1 10241994 17
"124598" 2012 90 2464 2252012 55 2 1 1 2051972 39
"124631" 2012 6 755 2252012 100 1 1 1 12311900 99
"124633" 2012 34 2571 2252012 100 1 1 2 9031955 56
"124702" 2012 28 1441 2252012 130 1 1 1 4221994 17
"124708" 2012 28 1437 2252012 130 1 1 1 7301992 19
"124770" 2012 44 5013 2252012 200 3 1 3 12311900 19
"124771" 2012 28 1711 2252012 201 1 1 1 7231993 18
"124779" 2012 9 793 2252012 210 1 1 1 7121989 22
"124847" 2012 123 413 2252012 240 5 1 4 5211993 18
"124849" 2012 123 412 2252012 240 5 1 4 7071993 18
"124932" 2012 14 1918 2252012 331 1 1 1 12311900 49
"124947" 2012 13 812 2252012 349 1 1 4 1291979 33
"124948" 2012 44 4002 2252012 350 3 1 1 6121992 19
"125001" 2012 77 3196 2252012 440 2 1 1 7091967 44
"125014" 2012 25 1454 2252012 454 1 1 3 3021955 56
"125038" 2012 43 2626 2252012 555 3 1 3 12311900 19
"125142" 2012 120 2674 2252012 1034 5 1 3 2071973 38
"125157" 2012 25 1453 2252012 1050 1 1 3 10021959 52
"125284" 2012 44 5160 2252012 1300 3 1 1 3121987 24
"125285" 2012 49 1522 2252012 1300 3 1 1 3281992 19
"125336" 2012 114 3554 2252012 1330 4 0 1 3211994 17
"125351" 2012 100 1731 2252012 1340 4 1 1 10181970 41
"125391" 2012 49 1510 2252012 1400 3 1 4 12261985 26
"125409" 2012 79 2524 2252012 1410 2 1 4 12311900 31
"125425" 2012 103 2624 2252012 1420 4 1 1 12311900 17
"125426" 2012 103 2615 2252012 1420 4 1 1 12311900 17
"125440" 2012 81 2605 2252012 1428 2 1 3 12311900 37
"125478" 2012 75 7153 2252012 1445 2 1 1 11251964 48
"125500" 2012 48 1436 2252012 1455 3 1 1 12311900 28
"125544" 2012 14 1858 2252012 1515 1 1 4 12311900 51
"125576" 2012 81 2585 2252012 1530 2 1 1 12311900 21
"125577" 2012 73 4037 2252012 1530 2 1 1 12311900 45
"125581" 2012 114 2515 2252012 1530 4 1 4 6151991 20
"125583" 2012 44 3855 2252012 1531 3 1 1 12311900 20
"125601" 2012 110 1674 2252012 1540 4 1 3 12311900 19
"125605" 2012 32 2487 2252012 1545 1 1 1 5081954 57
"125611" 2012 103 2809 2252012 1545 4 1 1 12311900 28
"125615" 2012 114 2602 2252012 1550 4 1 2 2241957 54
"125653" 2012 76 695 2252012 1607 2 1 1 8301988 23
"125730" 2012 47 1662 2252012 1640 3 1 1 4121992 19
"125769" 2012 25 1383 2252012 1700 1 1 3 2141995 17
"125797" 2012 114 2529 2252012 1710 4 1 3 3201979 32
"125805" 2012 90 2634 2252012 1715 2 1 1 3021989 21
"125808" 2012 48 1465 2252012 1715 3 1 2 12311900 38
"125809" 2012 44 3937 2252012 1715 3 1 3 1141986 26
"125826" 2012 73 4072 2252012 1720 2 1 1 12311900 1
"125845" 2012 76 700 2252012 1728 2 0 1 12241996 15
"125875" 2012 75 6398 2252012 1740 2 1 1 12311900 15
"125901" 2012 42 2006 2252012 1755 3 1 1 4141984 28
"125915" 2012 28 1428 2252012 1800 1 1 1 6081997 14
"125931" 2012 28 1533 2252012 1802 1 1 1 2281987 25
"125976" 2012 30 1897 2252012 1825 1 1 1 2281984 28
"125978" 2012 77 2719 2252012 1825 2 1 1 9221986 27
"125989" 2012 120 3059 2252012 1830 5 1 1 4041964 47
"126000" 2012 70 2812 2252012 1831 2 0 1 11151974 37
"126014" 2012 40 5138 2252012 1836 3 1 1 4101962 49
"126039" 2012 79 3095 2252012 1845 2 1 1 12311900 17
"126068" 2012 77 2707 2252012 1855 2 0 1 5131964 47
"126082" 2012 77 2702 2252012 1900 2 1 1 1011960 52
"126098" 2012 81 2601 2252012 1900 2 1 1 12311900 22
"126117" 2012 32 2494 2252012 1905 1 0 2 12181989 22
"126128" 2012 24 1012 2252012 1905 1 1 4 1051970 32
"126141" 2012 81 2817 2252012 1910 2 1 1 12311900 14
"126153" 2012 70 2817 2252012 1915 2 1 1 12311900 26
"126165" 2012 40 4928 2252012 1920 3 0 1 12311900 16
"126205" 2012 40 4929 2252012 1930 3 1 1 12311900 19
"126220" 2012 40 5154 2252012 1935 3 1 1 12311900 18
"126253" 2012 75 6454 2252012 1948 2 1 1 12311900 31
"126257" 2012 25 1516 2252012 1950 1 1 1 1131993 19
"126320" 2012 23 2299 2252012 2005 1 1 1 12021984 27
"126357" 2012 105 1753 2252012 2015 4 1 1 5261979 33
"126386" 2012 52 2670 2252012 2020 3 1 2 3081977 34
"126391" 2012 52 2673 2252012 2020 3 1 3 11171993 18
"126405" 2012 30 1039 2252012 2025 1 1 1 12311900 21
"126464" 2012 70 2833 2252012 2041 2 1 1 10031993 18
"126510" 2012 75 6440 2252012 2100 2 1 1 12311900 52
"126515" 2012 103 2906 2252012 2100 4 1 2 10061989 22
"126562" 2012 75 6473 2252012 2115 2 1 1 12311900 48
"126567" 2012 110 1617 2252012 2115 4 1 3 5171975 36
"126571" 2012 113 1740 2252012 2117 4 0 1 12311900 29
"126592" 2012 120 2624 2252012 2122 5 0 1 12061974 41
"126596" 2012 103 3033 2252012 2125 4 1 1 6151960 51
"126637" 2012 105 1865 2252012 2140 4 0 5 4031995 16
"126644" 2012 79 2511 2252012 2140 2 1 1 12311900 14
"126655" 2012 40 5416 2252012 2143 3 1 2 12311900 24
"126658" 2012 43 2598 2252012 2145 3 1 1 12311900 39
"126713" 2012 73 5352 2252012 2200 2 1 1 12311900 27
"126726" 2012 41 2259 2252012 2204 3 1 2 11081965 46
"126753" 2012 14 2098 2252012 2210 1 1 1 12311900 21
"126756" 2012 52 2651 2252012 2210 3 1 3 6131990 21
"126818" 2012 47 1929 2252012 2235 3 1 1 12311900 17
"126826" 2012 110 1649 2252012 2240 4 1 5 12311900 22
"126885" 2012 123 424 2252012 2305 5 1 4 1271982 30
"126889" 2012 46 2064 2252012 2310 3 1 1 1191987 25
"126912" 2012 104 1049 2252012 2315 4 1 3 12311900 18
"126932" 2012 40 4974 2252012 2329 3 1 1 5181993 18
"126958" 2012 67 3015 2252012 2338 2 1 1 12311900 19
"126965" 2012 9 838 2252012 2340 1 1 3 12181965 46
"126978" 2012 52 2672 2252012 2346 3 1 4 8011972 39
"126983" 2012 83 2212 2252012 2350 2 1 1 12311900 17
"127041" 2012 67 3043 2262012 15 2 1 1 12131976 35
"127056" 2012 100 1687 2262012 20 4 1 1 6251983 27
"127062" 2012 106 1131 2262012 20 4 1 4 5021997 14
"127064" 2012 106 1129 2262012 20 4 1 4 7091995 16
"127097" 2012 44 4224 2262012 30 3 1 2 12311900 15
"127098" 2012 44 4225 2262012 30 3 1 3 12311900 15
"127149" 2012 34 2766 2262012 100 1 0 2 12311900 19
"127248" 2012 90 2618 2262012 130 2 1 3 6181992 18
"127294" 2012 14 2017 2262012 200 1 0 1 12311900 21
"127350" 2012 66 542 2262012 240 2 1 5 5011983 28
"127385" 2012 40 5107 2262012 320 3 1 3 3091986 25
"127416" 2012 40 6423 2262012 400 3 1 3 6051991 20
"127418" 2012 40 6414 2262012 403 3 1 1 12311900 20
"127439" 2012 44 6188 2262012 430 3 1 3 12311900 21
"127444" 2012 41 2236 2262012 445 3 1 1 2211974 27
"127664" 2012 34 2171 2262012 1334 1 1 2 12311900 26
"127717" 2012 28 1591 2262012 1420 1 0 1 9251991 18
"127734" 2012 60 1748 2262012 1430 2 1 2 4131966 45
"127915" 2012 7 911 2262012 1635 1 1 2 11271993 18
"127929" 2012 30 869 2262012 1640 1 1 4 12311900 22
"127931" 2012 44 4343 2262012 1645 3 1 1 12311900 18
"127938" 2012 62 704 2262012 1645 2 1 4 12311982 28
"127983" 2012 24 1093 2262012 1715 1 1 2 3271936 75
"128003" 2012 77 2791 2262012 1726 2 1 1 5221967 44
"128069" 2012 70 2881 2262012 1800 2 1 1 12311900 50
"128154" 2012 81 2551 2262012 1845 2 1 3 12151991 20
"128156" 2012 109 1967 2262012 1845 4 1 3 12311900 26
"128167" 2012 81 2675 2262012 1850 2 1 1 12311900 22
"128200" 2012 81 2560 2262012 1900 2 1 1 1051986 26
"128201" 2012 105 1745 2262012 1900 4 1 1 1111962 50
"128219" 2012 73 5169 2262012 1905 2 1 1 12311900 36
"128228" 2012 81 2556 2262012 1910 2 1 1 11061982 26
"128269" 2012 120 2637 2262012 1930 5 1 1 1191979 33
"128278" 2012 40 5077 2262012 1930 3 1 3 12311900 43
"128288" 2012 40 5071 2262012 1940 3 1 3 12311900 25
"128310" 2012 75 6601 2262012 1948 2 1 1 1191982 30
"128333" 2012 77 2792 2262012 1955 2 1 1 12141985 26
"128388" 2012 109 1971 2262012 2015 4 1 5 12311900 20
"128441" 2012 43 2690 2262012 2035 3 1 3 12311900 23
"128494" 2012 115 2365 2262012 2058 4 1 3 9261978 34
"128500" 2012 120 2639 2262012 2100 5 1 1 7211976 35
"128507" 2012 114 2585 2262012 2100 4 1 3 2031990 22
"128531" 2012 46 2033 2262012 2110 3 1 3 8291992 19
"128546" 2012 90 2649 2262012 2120 2 0 1 10141994 17
"128572" 2012 32 2545 2262012 2132 1 1 1 12311900 16
"128575" 2012 103 2944 2262012 2135 4 1 1 3301994 18
"128582" 2012 103 2940 2262012 2135 4 1 3 11081993 18
"128589" 2012 113 1570 2262012 2140 4 1 1 4091994 17
"128604" 2012 114 2523 2262012 2145 4 1 3 2131992 19
"128608" 2012 30 1060 2262012 2147 1 1 3 12311900 36
"128615" 2012 114 2793 2262012 2150 4 1 3 12311900 16
"128687" 2012 75 6661 2262012 2230 2 1 1 12311900 68
"128692" 2012 115 2359 2262012 2230 4 1 3 1231963 49
"128855" 2012 23 2401 2272012 35 1 1 3 2011961 53
"128874" 2012 100 1690 2272012 56 4 0 1 6131983 28
"128887" 2012 122 1582 2272012 110 5 1 4 2061988 24
"128945" 2012 110 1644 2272012 235 4 1 3 12311900 25
"128958" 2012 69 1284 2272012 315 2 1 1 12311900 16
"128959" 2012 5 645 2272012 315 1 1 4 12311900 35
"128983" 2012 84 972 2272012 415 2 1 1 12311900 40
"129073" 2012 42 2045 2272012 910 3 1 3 12241956 55
"129084" 2012 32 2572 2272012 920 1 1 1 11241967 44
"129126" 2012 105 1880 2272012 1020 4 1 3 11091963 48
"129141" 2012 49 1595 2272012 1035 3 1 3 8081961 52
"129152" 2012 102 990 2272012 1045 4 1 6 12301994 17
"129159" 2012 75 6819 2272012 1100 2 1 1 8101983 28
"129196" 2012 63 647 2272012 1140 2 1 4 12311900 56
"129310" 2012 44 4754 2272012 1310 3 1 1 12311900 17
"129334" 2012 103 2789 2272012 1315 4 1 1 12311900 43
"129358" 2012 105 1890 2272012 1330 4 1 2 7111991 20
"129421" 2012 20 671 2272012 1410 1 1 1 11301991 31
"129450" 2012 75 6985 2272012 1418 2 1 1 10051996 15
"129503" 2012 79 2694 2272012 1435 2 0 3 4271986 25
"129517" 2012 40 5300 2272012 1440 3 1 3 4161963 48
"129519" 2012 62 894 2272012 1440 2 1 4 12311900 14
"129527" 2012 75 6992 2272012 1445 2 1 1 6211994 17
"129535" 2012 34 2687 2272012 1445 1 1 2 12311900 24
"129616" 2012 109 2015 2272012 1525 4 1 5 12311900 17
"129653" 2012 34 2783 2272012 1540 1 1 2 12311900 21
"129661" 2012 70 2939 2272012 1545 2 1 1 12311900 43
"129691" 2012 32 2645 2272012 1600 1 1 1 12311900 32
"129733" 2012 103 2845 2272012 1620 4 1 1 4031986 25
"129740" 2012 44 4792 2272012 1620 3 1 3 12311900 28
"129803" 2012 5 643 2272012 1644 1 1 4 12311900 31
"129833" 2012 67 3331 2272012 1700 2 1 1 12311900 20
"129897" 2012 23 2118 2272012 1730 1 1 1 12311900 18
"129907" 2012 47 1710 2272012 1735 3 1 1 12311900 25
"129910" 2012 19 1092 2272012 1735 1 1 2 8251989 22
"129922" 2012 77 2856 2272012 1745 2 1 1 6151986 25
"129924" 2012 84 772 2272012 1745 2 1 1 12311900 18
"129935" 2012 67 2750 2272012 1750 2 1 1 12311900 41
"129945" 2012 115 2545 2272012 1757 4 1 3 12101978 34
"129956" 2012 90 2726 2272012 1803 2 1 1 8131991 20
"129989" 2012 81 2673 2272012 1819 2 1 1 12311900 14
"130016" 2012 40 5135 2272012 1830 3 1 3 12311900 20
"130025" 2012 90 2699 2272012 1838 2 1 4 12311900 18
"130170" 2012 75 7005 2272012 2005 2 1 1 3281996 15
"130176" 2012 34 2456 2272012 2007 1 1 2 12311900 31
"130266" 2012 33 816 2272012 2045 1 1 1 12311900 22
"130291" 2012 61 1174 2272012 2100 2 1 4 9101995 16
"130312" 2012 73 4622 2272012 2120 2 1 1 3121967 44
"130314" 2012 67 2396 2272012 2120 2 1 1 12311900 64
"130325" 2012 32 2631 2272012 2125 1 1 1 12311900 14
"130356" 2012 17 291 2272012 2152 1 1 3 7131935 76
"130407" 2012 81 2704 2272012 2245 2 1 1 12311900 33
"130429" 2012 34 2852 2272012 2304 1 1 3 12311900 28
"130448" 2012 30 1536 2272012 2320 1 1 1 12311900 23
"130460" 2012 84 979 2272012 2330 2 1 3 2111992 20
"130602" 2012 47 1691 2282012 240 3 1 1 1181976 35
"130606" 2012 115 2584 2282012 245 4 1 3 12311900 25
"130639" 2012 52 2637 2282012 355 3 1 3 8161994 17
"130659" 2012 42 2039 2282012 530 3 1 3 11211985 26
"130664" 2012 20 678 2282012 610 1 1 1 8101962 49
"130673" 2012 103 2958 2282012 723 4 1 3 1301970 41
"130697" 2012 75 6923 2282012 830 2 1 3 6181962 50
"130721" 2012 84 921 2282012 907 2 0 1 12311900 45
"130768" 2012 7 976 2282012 1012 1 1 3 3101987 24
"130793" 2012 33 832 2282012 1025 1 1 3 12311900 36
"130814" 2012 7 896 2282012 1039 1 1 1 4081955 56
"130837" 2012 73 5256 2282012 1050 2 1 3 12311900 28
"130840" 2012 114 2968 2282012 1054 4 1 3 12311900 18
"130889" 2012 40 5359 2282012 1120 3 1 3 8101995 16
"130933" 2012 77 2873 2282012 1140 2 1 1 12021962 48
"130953" 2012 102 1098 2282012 1148 4 1 5 11011994 17
"130964" 2012 101 1637 2282012 1200 4 1 1 4211956 56
"130978" 2012 14 1985 2282012 1202 1 1 1 3131954 57
"130991" 2012 113 1780 2282012 1210 4 1 1 6021994 17
"131018" 2012 101 1715 2282012 1220 4 1 1 1161991 20
"131024" 2012 23 2504 2282012 1220 1 1 3 11051994 17
"131032" 2012 1 578 2282012 1227 1 1 1 6021986 25
"131066" 2012 44 6113 2282012 1245 3 1 2 12311900 27
"131071" 2012 120 2709 2282012 1255 5 0 3 3251968 38
"131090" 2012 20 727 2282012 1300 1 1 1 12311900 52
"131095" 2012 62 813 2282012 1300 2 1 3 12311900 35
"131102" 2012 103 2842 2282012 1308 4 0 1 12151990 21
"131107" 2012 70 2963 2282012 1310 2 1 1 12311900 18
"131119" 2012 120 2710 2282012 1315 5 1 1 8311956 56
"131160" 2012 1 581 2282012 1335 1 1 3 5111976 34
"131169" 2012 108 1102 2282012 1340 4 1 5 5071992 19
"131197" 2012 46 2152 2282012 1345 3 1 3 9181992 19
"131199" 2012 19 935 2282012 1345 1 1 3 12311900 26
"131246" 2012 72 1172 2282012 1400 2 1 3 4251980 31
"131249" 2012 62 802 2282012 1400 2 1 3 12311900 33
"131286" 2012 79 2684 2282012 1415 2 1 3 9211991 20
"131291" 2012 101 1684 2282012 1418 4 1 3 12251970 41
"131305" 2012 114 3738 2282012 1420 4 1 4 4211994 17
"131362" 2012 103 2968 2282012 1437 4 1 6 7011967 45
"131370" 2012 109 2029 2282012 1440 4 1 1 12311900 15
"131405" 2012 109 2095 2282012 1446 4 1 3 12311900 15
"131428" 2012 67 2530 2282012 1455 2 1 1 12311900 18
"131437" 2012 73 5436 2282012 1500 2 0 1 12311900 15
"131512" 2012 43 2755 2282012 1524 3 1 3 12311900 24
"131554" 2012 61 1273 2282012 1538 2 1 1 12181994 17
"131584" 2012 73 5073 2282012 1549 2 1 1 7111987 24
"131591" 2012 43 2816 2282012 1550 3 1 1 11201991 20
"131622" 2012 70 2971 2282012 1600 2 1 1 9211974 37
"131690" 2012 41 2471 2282012 1615 3 1 2 3101988 23
"131693" 2012 102 1028 2282012 1615 4 1 3 4291988 23
"131734" 2012 105 1939 2282012 1629 4 1 4 1171992 20
"131739" 2012 113 1830 2282012 1630 4 1 1 5241995 16
"131753" 2012 115 2559 2282012 1630 4 1 3 12061995 16
"131769" 2012 103 2921 2282012 1635 4 0 3 12311900 24
"131788" 2012 103 2971 2282012 1640 4 1 1 10111991 20
"131832" 2012 101 1694 2282012 1658 4 1 1 8301991 20
"131874" 2012 75 7116 2282012 1710 2 1 1 8061996 15
"131933" 2012 17 296 2282012 1725 1 1 1 10121974 37
"131950" 2012 120 2851 2282012 1730 5 1 2 8231977 34
"131951" 2012 120 2790 2282012 1730 5 1 3 3121949 60
"131978" 2012 76 730 2282012 1740 2 1 1 4221964 47
"131979" 2012 73 5072 2282012 1740 2 1 1 4221992 18
"131981" 2012 42 2354 2282012 1740 3 1 1 12311900 23
"131988" 2012 77 2916 2282012 1743 2 1 4 10061953 59
"131999" 2012 88 954 2282012 1745 2 1 1 12311900 28
"132049" 2012 41 2532 2282012 1805 3 1 1 11111968 43
"132050" 2012 103 2831 2282012 1805 4 1 1 12051997 14
"132052" 2012 109 2257 2282012 1805 4 1 1 12311900 19
"132065" 2012 110 1718 2282012 1810 4 1 2 7221984 25
"132075" 2012 44 3849 2282012 1818 3 1 1 12311900 19
"132085" 2012 76 729 2282012 1821 2 1 3 10131975 36
"132098" 2012 75 6900 2282012 1830 2 0 1 7081980 31
"132100" 2012 101 1692 2282012 1830 4 1 1 2111964 48
"132209" 2012 109 2098 2282012 1900 4 1 3 12311900 24
"132213" 2012 103 2840 2282012 1905 4 1 1 8091973 38
"132268" 2012 113 1726 2282012 1930 4 0 1 11121987 25
"132272" 2012 40 5298 2282012 1930 3 1 1 3101994 17
"132273" 2012 79 4542 2282012 1930 2 1 1 5211982 29
"132306" 2012 34 2306 2282012 1935 1 1 1 12311900 23
"132368" 2012 101 1678 2282012 1955 4 1 1 3251991 20
"132376" 2012 24 1185 2282012 2000 1 1 5 8201983 28
"132395" 2012 67 2562 2282012 2004 2 1 1 12311900 19
"132396" 2012 104 1062 2282012 2004 4 1 1 12311900 23
"132428" 2012 44 4961 2282012 2015 3 1 1 12311900 17
"132505" 2012 104 1086 2282012 2040 4 1 2 9151988 23
"132515" 2012 40 5279 2282012 2045 3 1 1 2021995 17
"132532" 2012 102 1143 2282012 2050 4 0 5 4161993 18
"132576" 2012 34 3005 2282012 2105 1 1 3 12311900 31
"132580" 2012 106 1204 2282012 2110 4 1 5 5201969 42
"132587" 2012 34 3006 2282012 2110 1 1 2 12311900 27
"132697" 2012 77 2950 2282012 2150 2 1 1 12311900 17
"132724" 2012 76 759 2282012 2200 2 1 1 7191985 26
"132785" 2012 40 5383 2282012 2230 3 0 1 5021979 32
"132789" 2012 62 903 2282012 2230 2 1 5 12311900 24
"132840" 2012 34 3008 2282012 2245 1 1 2 12311900 20
"132853" 2012 73 5059 2282012 2250 2 1 3 3201992 19
"132915" 2012 111 703 2282012 2320 4 1 3 2281968 43
"132928" 2012 28 1638 2282012 2328 1 1 2 7171989 22
"132953" 2012 114 2721 2282012 2341 4 1 1 2201989 24
"132980" 2012 112 601 2282012 2353 4 1 3 6281982 29
"132982" 2012 23 3047 2282012 2355 1 1 3 12311900 27
"132987" 2012 94 413 2282012 2357 2 1 1 12311900 28
"133000" 2012 100 1799 2292012 10 4 1 1 1211987 25
"133042" 2012 84 746 2292012 43 2 1 1 8171987 24
"133052" 2012 109 2152 2292012 55 4 1 3 6281990 21
"133069" 2012 66 575 2292012 105 2 1 3 9181986 25
"133074" 2012 111 726 2292012 108 4 1 1 10271989 22
"133075" 2012 72 1143 2292012 108 2 1 3 6061989 22
"133080" 2012 60 1814 2292012 110 2 1 1 1151968 44
"133085" 2012 9 867 2292012 110 1 1 3 12011993 18
"133131" 2012 75 6932 2292012 145 2 1 1 7131970 40
"133135" 2012 10 500 2292012 155 1 1 1 12311900 57
"133146" 2012 115 2585 2292012 200 4 1 3 12311900 21
"133147" 2012 110 1730 2292012 200 4 1 3 12311900 26
"133192" 2012 49 1396 2292012 245 3 1 1 3271961 50
"133249" 2012 32 2760 2292012 354 1 1 1 12311900 28
"133255" 2012 103 2983 2292012 400 4 1 1 12311900 29
"133284" 2012 32 2690 2292012 440 1 1 2 12311900 25
"133324" 2012 44 5023 2292012 707 3 1 3 12311900 18
"133339" 2012 48 1499 2292012 745 3 1 1 12311900 11
"133376" 2012 122 1583 2292012 900 5 0 4 7061951 58
"133427" 2012 24 1103 2292012 1005 1 1 4 12311900 23
"133477" 2012 73 5556 2292012 1050 2 1 5 10221965 46
"133488" 2012 75 7765 2292012 1055 2 1 4 12311900 44
"133556" 2012 62 833 2292012 1140 2 1 3 12311900 24
"133592" 2012 111 738 2292012 1200 4 1 3 10281985 26
"133618" 2012 79 2783 2292012 1215 2 1 1 5121973 28
"133639" 2012 52 3064 2292012 1230 3 1 1 12311900 19
"133646" 2012 48 1512 2292012 1235 3 0 3 12311900 17
"133727" 2012 7 940 2292012 1330 1 1 1 2161977 35
"133728" 2012 75 7019 2292012 1330 2 1 1 7141991 20
"133753" 2012 79 2791 2292012 1345 2 1 1 6261999 13
"133764" 2012 114 2940 2292012 1346 4 1 3 12311900 16
"133769" 2012 73 5314 2292012 1350 2 1 1 12311900 1
"133774" 2012 32 2748 2292012 1355 1 1 1 12311900 47
"133786" 2012 24 1096 2292012 1400 1 1 1 12311900 31
"133878" 2012 106 1185 2292012 1500 4 1 2 7021994 16
"134011" 2012 108 1100 2292012 1600 4 1 3 1231964 48
"134016" 2012 115 2631 2292012 1605 4 0 5 11011968 43
"134020" 2012 48 1509 2292012 1605 3 1 1 5311977 35
"134037" 2012 75 7027 2292012 1615 2 1 1 3021985 26
"134044" 2012 5 762 2292012 1615 1 1 3 12311900 22
"134065" 2012 34 3018 2292012 1628 1 1 3 12311900 21
"134098" 2012 111 741 2292012 1645 4 1 1 5071989 22
"134116" 2012 67 3047 2292012 1655 2 1 1 2091985 27
"134120" 2012 14 1980 2292012 1658 1 0 1 1221963 49
"134129" 2012 41 2602 2292012 1700 3 1 3 4061988 23
"134206" 2012 75 6980 2292012 1737 2 1 5 4031962 49
"134212" 2012 81 2835 2292012 1743 2 1 1 12311900 27
"134215" 2012 109 2166 2292012 1745 4 1 1 10231993 19
"134233" 2012 90 2890 2292012 1755 2 0 3 11071978 33
"134267" 2012 77 2929 2292012 1825 2 1 1 6111975 36
"134290" 2012 73 5194 2292012 1835 2 1 1 11021990 21
"134291" 2012 81 2853 2292012 1835 2 1 1 12311900 26
"134298" 2012 13 785 2292012 1840 1 1 1 7121989 22
"134301" 2012 18 759 2292012 1840 1 1 1 12311900 43
"134304" 2012 43 2804 2292012 1843 3 1 1 8061972 39
"134307" 2012 103 2904 2292012 1845 4 1 1 5171970 41
"134320" 2012 13 819 2292012 1850 1 1 1 12021989 22
"134330" 2012 47 1909 2292012 1853 3 1 1 4291984 28
"134355" 2012 34 3020 2292012 1901 1 1 3 12311900 34
"134377" 2012 81 2856 2292012 1915 2 1 1 12311900 34
"134409" 2012 75 7119 2292012 1935 2 1 1 4201991 20
"134410" 2012 26 1168 2292012 1935 1 1 1 9141976 35
"134411" 2012 73 5234 2292012 1935 2 1 1 12311900 17
"134426" 2012 47 1855 2292012 1945 3 1 1 5071987 24
"134463" 2012 81 2797 2292012 2000 2 1 1 12311900 17
"134482" 2012 81 2798 2292012 2005 2 1 1 12311900 34
"134488" 2012 75 7029 2292012 2010 2 1 1 12311900 45
"134490" 2012 34 3024 2292012 2010 1 1 2 12311900 23
"134512" 2012 49 1665 2292012 2020 3 1 1 4011990 21
"134522" 2012 73 5195 2292012 2025 2 1 1 3271980 31
"134523" 2012 81 2855 2292012 2025 2 1 1 12311900 28
"134525" 2012 50 483 2292012 2025 3 1 3 2021959 53
"134582" 2012 78 753 2292012 2056 2 1 3 4221995 16
"134690" 2012 40 5417 2292012 2150 3 1 2 7211990 22
"134736" 2012 76 763 2292012 2215 2 1 1 3011990 21
"134756" 2012 111 757 2292012 2228 4 1 5 12311900 23
"134794" 2012 50 417 2292012 2250 3 1 1 9291990 21
"134804" 2012 67 2536 2292012 2258 2 1 1 12311900 22
"134806" 2012 122 1603 2292012 2259 5 1 4 8031993 19
"134847" 2012 26 1170 2292012 2330 1 1 3 5171964 47
"134883" 2012 43 2841 3012012 10 3 1 1 3261986 25
"134941" 2012 114 2818 3012012 55 4 1 4 12012005 26
"134963" 2012 108 1038 3012012 110 4 1 3 12311900 24
"134973" 2012 30 1848 3012012 120 1 1 3 12311900 16
"134982" 2012 81 2894 3012012 130 2 1 1 12311900 17
"134998" 2012 111 733 3012012 150 4 1 1 7161975 35
"135124" 2012 45 1079 3012012 805 3 1 1 12311900 17
"135132" 2012 47 1920 3012012 810 3 1 1 12311900 17
"135209" 2012 79 2920 3012012 955 2 1 3 4291992 19
"135214" 2012 109 2142 3012012 1000 4 1 3 12031995 16
"135221" 2012 111 740 3012012 1015 4 1 1 10171992 19
"135253" 2012 43 2913 3012012 1035 3 1 4 12311900 35
"135267" 2012 9 824 3012012 1048 1 1 4 12311900 62
"135290" 2012 41 2553 3012012 1116 3 1 1 7291969 39
"135331" 2012 75 8051 3012012 1140 2 1 1 1191990 22
"135423" 2012 100 1772 3012012 1226 4 1 2 11181987 24
"135438" 2012 22 137 3012012 1235 1 1 4 12311900 25
"135440" 2012 75 8095 3012012 1236 2 1 1 4171985 28
"135448" 2012 44 6946 3012012 1242 3 1 2 8011972 39
"135465" 2012 94 422 3012012 1248 2 1 3 12311900 33
"135470" 2012 79 3130 3012012 1250 2 1 1 12311900 34
"135489" 2012 43 2827 3012012 1300 3 1 1 12311900 19
"135517" 2012 63 706 3012012 1315 2 1 1 12311900 16
"135521" 2012 104 1152 3012012 1315 4 1 3 6291994 17
"135530" 2012 34 4653 3012012 1320 1 1 2 8071977 34
"135543" 2012 41 2583 3012012 1324 3 1 1 9181958 53
"135551" 2012 75 7475 3012012 1330 2 1 1 11131981 33
"135600" 2012 60 1845 3012012 1350 2 1 1 12311900 18
"135618" 2012 67 3413 3012012 1400 2 1 1 12311900 28
"135670" 2012 75 7880 3012012 1426 2 1 3 12311900 44
"135727" 2012 14 2128 3012012 1455 1 1 3 6201965 46
"135747" 2012 113 1832 3012012 1505 4 1 1 4121988 23
"135748" 2012 9 856 3012012 1505 1 1 1 4161947 63
"135782" 2012 23 2683 3012012 1520 1 1 1 11231994 16
