"isolate" "year" "partyid" "age" "attend" "south" "income" "female" "minority"
"39178" 0 1994 5 80 2 1 1 1 0
"39179" -1 1994 6 30 5 0 3 0 0
"39180" 1 1994 6 46 4 1 4 0 0
"39183" -1 1994 7 78 1 1 3 1 0
"39184" -1 1994 5 37 4 1 3 0 0
"39185" 1 1994 6 44 4 1 4 1 0
"39186" 1 1994 5 22 3 0 2 1 0
"39187" -1 1994 6 29 5 0 2 0 0
"39188" -1 1994 5 24 5 1 3 0 1
"39189" -1 1994 7 48 4 0 3 1 0
"39190" -1 1994 5 41 1 0 3 1 0
"39191" -1 1994 7 53 4 1 4 0 0
"39192" -1 1994 5 27 2 1 3 0 1
"39193" -1 1994 6 67 1 1 4 1 0
"39194" -1 1994 5 44 4 0 3 1 0
"39195" -1 1994 6 43 5 0 4 0 1
"39196" -1 1994 6 61 3 1 4 1 0
"39197" -1 1994 7 41 1 0 3 0 0
"39198" -1 1994 7 43 1 0 3 0 1
"39199" 1 1994 5 24 5 1 1 0 1
"39200" 1 1994 7 55 5 1 4 0 0
"39201" -1 1994 7 37 4 1 3 0 0
"39202" 0 1994 6 49 4 1 4 0 0
"39203" 1 1994 7 32 1 0 3 0 0
"39204" -1 1994 7 22 1 1 1 1 0
"39206" -1 1994 5 47 1 1 2 1 0
"39207" -1 1994 6 20 5 0 3 1 0
"39209" -1 1994 7 31 4 0 3 0 0
"39210" -1 1994 7 30 4 1 3 0 0
"39211" -1 1994 6 71 1 0 3 1 0
"39213" -1 1994 6 36 3 0 2 1 0
"39214" -1 1994 7 43 1 0 3 1 0
"39215" -1 1994 7 54 5 0 4 0 0
"39216" -1 1994 7 42 5 0 2 0 0
"39217" 1 1994 7 62 1 0 3 1 0
"39218" 1 1994 5 55 5 0 4 0 0
"39219" -1 1994 6 36 2 0 4 1 0
"39220" 1 1994 6 29 5 1 3 1 0
"39221" 1 1994 6 56 1 0 3 0 0
"39222" -1 1994 7 47 4 0 5 1 0
"39223" 1 1994 7 65 2 1 3 0 0
"39224" -1 1994 5 46 3 1 1 0 0
"39225" -1 1994 6 26 3 0 3 1 0
"39226" -1 1994 5 26 4 0 5 0 0
"39227" -1 1994 6 70 2 0 3 1 0
"39228" 1 1994 6 65 5 0 3 0 0
"39229" -1 1994 7 46 1 0 4 0 0
"39230" -1 1994 6 55 5 0 4 1 0
"39231" 1 1994 6 55 5 0 4 0 0
"39232" -1 1994 7 74 3 0 2 0 0
"39233" -1 1994 7 60 4 0 4 0 0
"39234" -1 1994 6 38 3 0 4 0 0
"39236" -1 1994 6 83 3 0 2 1 0
"39237" 1 1994 7 33 3 0 4 0 0
"39238" 1 1994 6 43 5 1 3 0 1
"39239" -1 1994 6 19 5 0 4 0 0
"39240" -1 1994 6 70 1 0 3 0 0
"39241" -1 1994 7 69 3 1 1 0 0
"39242" -1 1994 7 66 1 1 2 1 0
"39243" 1 1994 6 43 5 0 2 1 0
"39244" -1 1994 7 32 1 0 4 0 0
"39245" -1 1994 7 20 4 0 3 0 0
"39246" 1 1994 6 73 5 0 1 0 0
"39248" -1 1994 6 27 5 1 1 0 0
"39249" -1 1994 7 64 2 0 2 1 0
"39250" -1 1994 7 79 1 1 4 0 0
"39251" -1 1994 5 27 5 0 3 0 0
"39252" 1 1994 7 32 5 1 1 1 1
"39253" -1 1994 7 39 5 0 4 0 0
"39254" -1 1994 7 29 4 1 3 0 0
"39255" -1 1994 7 48 1 0 3 0 0
"39256" -1 1994 6 41 4 0 3 1 0
"39257" -1 1994 6 60 4 1 4 0 1
"39258" 1 1994 5 22 1 0 3 0 0
"39259" 1 1994 6 54 5 0 2 1 0
"39260" 1 1994 5 34 5 0 4 1 0
"39261" 0 1994 7 56 1 1 3 1 0
"39262" -1 1994 7 19 1 1 5 0 0
"39263" -1 1994 5 64 2 0 1 1 0
"39264" -1 1994 7 28 1 0 3 0 0
"39265" -1 1994 5 38 1 0 4 1 0
"39266" -1 1994 7 33 4 0 4 1 1
"39267" -1 1994 6 71 5 1 1 0 0
"39268" -1 1994 7 37 2 0 3 1 0
"39269" -1 1994 5 54 1 0 4 1 0
"39270" -1 1994 7 28 5 0 3 0 0
"39271" 1 1994 5 43 5 0 4 0 0
"39272" 1 1994 7 65 1 0 1 1 0
"39273" -1 1994 5 40 1 0 4 0 0
"39274" -1 1994 6 46 1 1 3 1 1
"39275" -1 1994 7 31 5 0 4 1 0
"39276" -1 1994 7 25 2 0 3 1 0
"39277" -1 1994 7 48 1 0 1 1 0
"39278" -1 1994 6 70 5 0 2 0 0
"39279" -1 1994 7 27 1 0 3 0 0
"39281" -1 1994 7 42 2 0 4 1 0
"39282" -1 1994 6 30 1 0 3 1 0
"39283" -1 1994 6 39 1 1 4 1 0
"39284" -1 1994 7 63 1 0 3 1 0
"39285" -1 1994 5 43 3 1 5 0 0
"39286" -1 1994 7 52 1 0 5 0 0
"39287" -1 1994 6 51 5 0 3 0 0
"39288" -1 1994 5 35 3 0 3 0 0
"39289" -1 1994 7 40 4 1 4 0 0
"39290" -1 1994 7 67 1 1 1 0 0
"39291" -1 1994 6 62 1 0 4 0 0
"39292" 1 1994 6 28 3 0 3 1 0
"39293" -1 1994 6 40 1 1 3 0 0
"39294" 0 1994 5 55 1 0 3 1 0
"39295" 1 1994 6 51 5 0 3 1 0
"39296" -1 1994 6 26 3 0 3 0 0
"39298" -1 1994 7 71 5 0 3 0 0
"39299" -1 1994 6 89 1 1 3 1 0
"39300" -1 1994 7 31 3 0 4 0 0
"39301" -1 1994 7 39 4 0 5 0 0
"39302" -1 1994 7 36 3 0 4 1 0
"39303" -1 1994 5 45 4 0 2 0 0
"39304" 1 1994 6 24 3 0 4 1 0
"39305" -1 1994 7 73 4 0 3 1 0
"39306" -1 1994 6 30 1 1 3 1 1
"39307" -1 1994 6 39 5 1 5 1 0
"39308" -1 1994 5 51 2 1 4 1 0
"39309" -1 1994 6 35 1 0 4 1 0
"39310" -1 1994 7 45 2 0 4 0 0
"39311" -1 1994 6 38 3 1 3 0 0
"39313" -1 1994 5 39 5 1 3 1 0
"39314" 0 1994 7 35 1 0 4 0 0
"39315" -1 1994 6 33 3 0 4 0 0
"39316" -1 1994 7 53 1 0 4 0 0
"39317" 1 1994 5 50 5 0 1 0 0
"39318" -1 1994 5 71 4 0 3 1 0
"39319" -1 1994 7 31 5 0 3 1 0
"39320" 1 1994 5 57 1 1 4 1 0
"39321" -1 1994 7 38 3 0 4 1 0
"39322" 1 1994 7 47 5 0 4 1 1
"39323" -1 1994 5 63 5 1 3 0 0
"39324" -1 1994 6 63 1 1 3 1 0
"39325" -1 1994 6 23 3 0 2 1 0
"39326" 1 1994 6 28 4 0 3 0 0
"39327" -1 1994 7 33 1 0 3 1 0
"39329" -1 1994 6 36 3 0 4 0 0
"39331" -1 1994 6 19 3 0 5 0 0
"39332" 1 1994 6 44 4 0 4 0 0
"39333" -1 1994 5 61 4 0 4 0 0
"39334" 1 1994 6 62 5 1 2 1 0
"39335" -1 1994 6 39 3 1 4 0 0
"39336" 1 1994 5 45 5 1 4 0 0
"39338" 1 1994 7 34 1 0 4 1 0
"39339" -1 1994 7 48 1 1 4 1 1
"39340" -1 1994 7 34 1 1 3 1 0
"39341" -1 1994 5 44 1 1 5 0 0
"39342" 1 1994 6 23 4 0 4 0 0
"39343" -1 1994 7 36 4 1 4 1 0
"39344" -1 1994 7 32 4 0 4 0 0
"39345" -1 1994 6 24 4 0 3 0 0
"39346" -1 1994 7 31 4 0 4 0 0
"39347" 1 1994 7 36 4 0 5 1 0
"39348" -1 1994 5 67 5 1 3 0 0
"39349" -1 1994 6 23 3 1 4 0 0
"39350" -1 1994 7 31 1 1 4 1 0
"39351" -1 1994 5 34 5 1 4 1 1
"39352" -1 1994 6 38 5 1 1 0 0
"39353" -1 1994 6 23 3 1 3 0 0
"39354" -1 1994 7 71 1 0 3 0 0
"39356" 1 1994 6 37 1 0 4 1 0
"39358" -1 1994 7 43 5 1 4 0 0
"39361" 1 1994 6 71 1 0 1 1 1
"39362" -1 1994 5 35 5 0 4 1 0
"39363" -1 1994 5 42 1 1 4 0 1
"39364" -1 1994 5 34 1 0 3 0 0
"39365" 1 1994 7 21 2 1 5 0 0
"39366" -1 1994 7 65 1 0 3 1 0
"39367" 0 1994 7 33 5 1 5 1 0
"39368" -1 1994 7 28 1 0 3 1 0
"39369" -1 1994 7 28 4 1 2 0 0
"39370" 1 1994 6 21 5 1 2 1 0
"39372" -1 1994 5 50 2 0 5 0 0
"39373" -1 1994 7 42 2 1 4 0 0
"39374" 1 1994 7 36 3 0 3 1 0
"39375" -1 1994 5 28 3 0 4 0 0
"39376" -1 1994 7 32 3 1 3 1 0
"39377" 1 1994 7 91 1 0 2 1 0
"39378" 1 1994 5 26 4 0 1 1 0
"39379" 1 1994 5 54 5 0 4 0 1
"39380" -1 1994 6 60 3 0 3 1 0
"39381" -1 1994 6 54 4 0 4 0 0
"39382" -1 1994 5 44 4 1 4 1 0
"39383" -1 1994 7 37 1 0 3 1 0
"39385" -1 1994 7 29 5 0 3 0 0
"39386" -1 1994 6 61 1 0 4 0 0
"39387" -1 1994 5 34 3 1 3 0 1
"39388" 1 1994 6 26 5 0 3 0 0
"39389" 1 1994 5 58 1 1 4 0 0
"39390" -1 1994 7 31 4 1 3 0 0
"39392" -1 1994 7 39 1 1 3 1 0
"39393" -1 1994 6 27 1 1 3 0 0
"39394" -1 1994 5 47 5 0 5 1 0
"39396" -1 1994 5 35 2 0 4 1 0
"39397" -1 1994 5 55 1 1 3 1 0
"39398" -1 1994 5 27 2 0 4 1 0
"39399" -1 1994 7 75 5 0 3 0 0
"39400" 1 1994 7 81 5 0 2 1 0
"39401" 1 1994 5 19 5 1 2 0 0
"39402" -1 1994 5 74 3 1 2 0 0
"39404" -1 1994 5 46 4 1 5 0 0
"39405" -1 1994 5 47 1 0 3 1 0
"39407" -1 1994 7 49 1 1 4 0 0
"39408" -1 1994 5 39 1 0 4 0 0
"39410" -1 1994 7 80 5 0 3 0 0
"39411" -1 1994 6 34 5 0 3 0 0
"39413" -1 1994 7 43 3 1 5 1 0
"39414" -1 1994 5 72 1 0 3 1 0
"39415" 1 1994 5 19 5 0 1 1 1
"39416" -1 1994 6 71 5 0 4 1 0
"39417" -1 1994 6 20 5 0 3 0 0
"39418" -1 1994 6 36 1 1 3 1 0
"39419" 1 1994 5 66 1 1 1 0 0
"39420" -1 1994 7 51 2 0 5 1 0
"39421" -1 1994 7 47 1 1 4 0 0
"39422" -1 1994 5 40 2 0 4 1 0
"39423" 1 1994 6 22 3 0 4 1 0
"39425" -1 1994 6 68 4 0 4 0 0
"39426" -1 1994 5 38 4 1 3 0 0
"39427" -1 1994 7 42 5 0 4 0 0
"39431" -1 1994 6 36 1 0 4 0 1
"39432" 1 1994 6 21 5 1 3 0 0
"39433" -1 1994 6 40 5 0 1 1 0
"39434" -1 1994 7 31 3 0 4 1 1
"39435" 1 1994 6 25 3 0 3 0 0
"39436" -1 1994 7 52 5 0 4 0 0
"39437" -1 1994 7 39 5 0 3 0 0
"39438" -1 1994 7 53 1 1 4 1 0
"39439" -1 1994 6 39 4 0 5 0 0
"39440" -1 1994 6 47 1 0 4 0 0
"39441" -1 1994 6 26 2 0 3 0 0
"39442" -1 1994 6 40 3 1 4 1 0
"39443" -1 1994 7 56 1 1 3 1 0
"39444" 1 1994 5 44 5 0 2 1 0
"39446" -1 1994 7 60 2 0 3 1 0
"39447" -1 1994 6 37 1 1 5 1 0
"39448" -1 1994 7 33 1 1 4 1 0
"39449" -1 1994 6 60 5 1 1 1 0
"39450" -1 1994 6 29 5 0 3 1 0
"39451" -1 1994 6 32 3 0 3 0 0
"39452" -1 1994 5 73 1 0 3 0 0
"39454" -1 1994 6 28 5 0 3 1 0
"39455" 1 1994 5 63 1 1 2 1 0
"39456" 1 1994 7 51 1 1 4 1 0
"39457" -1 1994 6 82 5 0 2 0 0
"39458" -1 1994 5 22 2 1 1 0 1
"39459" -1 1994 7 35 1 1 4 0 0
"39460" -1 1994 6 76 4 0 2 1 0
"39461" -1 1994 7 54 1 0 4 0 0
"39462" -1 1994 6 30 2 0 4 0 0
"39463" -1 1994 6 41 3 0 4 1 0
"39464" -1 1994 6 61 4 0 2 1 0
"39465" -1 1994 5 35 1 0 2 0 0
"39466" 1 1994 6 35 2 1 4 0 0
"39467" -1 1994 6 29 3 0 4 0 0
"39468" -1 1994 7 54 1 0 4 0 0
"39470" -1 1994 6 29 4 0 4 1 0
"39471" 1 1994 5 38 2 1 3 1 0
"39472" -1 1994 7 61 1 0 4 1 0
"39473" -1 1994 5 53 2 1 4 0 0
"39474" 1 1994 5 55 5 0 4 0 0
"39475" 1 1994 7 38 5 0 5 1 0
"39476" 0 1994 6 84 3 1 1 1 0
"39477" -1 1994 6 39 5 1 4 1 0
"39479" 1 1994 6 84 5 0 1 1 0
"39480" -1 1994 5 54 1 1 4 0 0
"39481" 1 1994 6 62 1 0 3 1 0
"39482" -1 1994 7 57 1 0 1 0 0
"39483" -1 1994 7 55 5 0 3 0 0
"39484" -1 1994 7 26 1 0 2 0 0
"39485" 1 1994 7 82 5 0 1 1 0
"39486" -1 1994 6 34 3 0 4 1 0
"39487" -1 1994 7 24 5 1 3 0 0
"39488" -1 1994 7 81 1 0 2 0 0
"39489" 1 1994 6 45 5 1 2 0 0
"39490" -1 1994 7 47 1 0 3 0 0
"39491" -1 1994 5 32 5 0 3 0 0
"39492" -1 1994 5 60 2 1 2 1 0
"39493" -1 1994 5 61 5 0 2 0 0
"39494" -1 1994 7 74 1 0 1 1 0
"39495" -1 1994 7 47 4 0 5 0 0
"39496" -1 1994 5 39 2 0 2 0 0
"39498" 1 1994 5 34 1 1 2 0 1
"39499" -1 1994 7 28 4 1 3 0 0
"39501" -1 1994 5 73 4 0 2 0 0
"39502" -1 1994 7 48 4 0 5 0 0
"39503" -1 1994 7 19 5 1 3 0 1
"39504" -1 1994 5 76 1 0 3 0 0
"39505" -1 1994 6 56 2 0 4 1 0
"39506" -1 1994 7 77 1 1 3 1 0
"39507" -1 1994 6 34 4 0 4 1 0
"39508" -1 1994 6 54 4 1 2 0 0
"39509" -1 1994 6 35 2 1 3 0 0
"39510" 1 1994 5 74 5 0 3 0 0
"39511" 1 1994 7 40 5 0 3 0 0
"39512" 1 1994 7 36 5 0 3 0 0
"39513" -1 1994 6 57 1 1 4 1 0
"39514" -1 1994 7 66 1 0 2 1 0
"39516" -1 1994 5 68 1 1 2 0 0
"39517" 1 1994 5 58 3 0 3 1 0
"39518" -1 1994 6 35 1 1 3 0 0
"39519" 1 1994 6 26 1 0 2 0 0
"39520" -1 1994 5 51 5 0 5 1 0
"39521" 1 1994 6 33 4 1 3 1 0
"39522" -1 1994 5 26 1 1 3 1 0
"39523" -1 1994 5 31 4 0 4 0 0
"39524" -1 1994 5 57 1 0 2 1 0
"39525" -1 1994 5 60 5 0 3 1 0
"39526" 1 1994 6 52 5 0 5 1 0
"39527" -1 1994 7 52 2 0 4 0 0
"39528" -1 1994 6 56 3 1 1 1 0
"39530" -1 1994 7 43 1 0 3 0 0
"39531" -1 1994 6 39 4 0 4 0 0
"39532" -1 1994 7 40 3 1 4 0 0
"39533" -1 1994 6 26 5 0 3 1 0
"39535" -1 1994 7 51 1 1 3 1 1
"39536" -1 1994 5 62 2 1 3 0 1
"39537" -1 1994 7 34 1 1 4 1 0
"39538" -1 1994 7 66 2 0 2 1 0
"39539" -1 1994 6 36 5 1 4 0 0
"39540" -1 1994 6 63 5 0 3 1 0
"39541" -1 1994 6 33 1 0 4 1 0
"39542" 1 1994 6 55 5 0 3 0 0
"39543" 1 1994 5 67 4 0 1 1 0
"39544" -1 1994 6 32 3 1 2 0 0
"39545" 1 1994 5 74 1 1 3 1 0
"39547" 1 1994 6 47 5 1 3 0 0
"39548" -1 1994 7 69 4 0 2 1 0
"39549" -1 1994 6 25 5 0 3 1 0
"39550" 1 1994 7 28 4 0 4 0 0
"39551" 1 1994 6 85 5 0 3 1 0
"39552" -1 1994 7 70 1 1 3 0 0
"39553" 1 1994 6 31 4 0 4 1 1
"39554" -1 1994 7 69 1 0 3 1 0
"39555" -1 1994 7 49 1 1 4 1 0
"39556" 1 1994 6 62 2 0 3 1 0
"39557" 1 1994 6 37 5 1 4 0 0
"39559" 1 1994 5 53 1 1 4 0 0
"39560" 0 1994 6 36 3 0 4 1 0
"39561" 1 1994 6 88 1 0 1 1 0
"39563" 1 1994 5 36 4 0 4 1 0
"39565" -1 1994 6 41 4 1 4 1 0
"39566" -1 1994 7 42 1 0 2 0 0
"39567" -1 1994 6 38 4 0 5 1 0
"39568" -1 1994 7 57 5 0 4 0 0
"39569" -1 1994 7 51 1 1 4 0 0
"39570" -1 1994 5 32 4 0 4 0 0
"39571" 1 1994 5 56 1 0 4 0 0
"39572" -1 1994 6 32 3 0 5 1 0
"39573" -1 1994 7 56 1 0 3 1 0
"39574" -1 1994 7 37 2 1 4 0 0
"39575" 1 1994 7 34 4 0 4 0 0
"39576" -1 1994 7 33 1 1 4 1 1
"39577" -1 1994 6 48 5 0 2 1 1
"39578" -1 1994 7 47 2 1 5 1 1
"39579" 1 1994 5 29 4 0 5 1 0
"39582" 1 1994 6 68 4 0 2 0 0
"39583" -1 1994 5 38 1 0 4 0 0
"39584" -1 1994 5 65 1 1 4 0 0
"39585" 1 1994 6 76 4 1 3 1 1
"39586" 1 1994 6 21 5 1 1 0 0
"39587" 1 1994 7 29 1 0 3 0 0
"39588" 1 1994 6 24 5 0 3 1 0
"39589" 1 1994 6 83 2 0 3 0 0
"39590" -1 1994 5 42 1 0 5 1 0
"39591" -1 1994 7 38 2 1 4 1 1
"39592" -1 1994 7 36 1 0 4 0 0
"39593" 1 1994 7 39 2 1 4 1 0
"39594" -1 1994 5 60 5 1 5 0 0
"39595" -1 1994 5 58 2 0 4 1 0
"39597" -1 1994 5 87 5 1 4 0 0
"39598" -1 1994 7 38 2 1 1 0 0
"39599" -1 1994 5 51 3 0 4 0 0
"39600" -1 1994 5 47 1 0 4 1 0
"39601" -1 1994 7 85 5 1 3 1 0
"39602" -1 1994 7 36 2 1 2 0 1
"39603" -1 1994 6 51 1 1 1 1 0
"39604" -1 1994 7 40 4 0 1 0 0
"39605" -1 1994 7 68 2 1 4 0 0
"39606" -1 1994 7 71 1 0 4 1 0
"39607" 1 1994 6 38 4 0 3 1 0
"39608" -1 1994 5 59 1 1 4 0 1
"39609" 1 1994 5 45 1 0 3 0 0
"39610" -1 1994 6 65 1 1 3 0 0
"39611" -1 1994 7 69 1 1 3 1 0
"39612" -1 1994 7 56 1 0 3 1 0
"39613" -1 1994 7 28 1 0 4 1 0
"39614" -1 1994 7 43 1 1 4 0 0
"39615" -1 1994 5 41 4 1 4 0 0
"39616" 1 1994 7 43 5 0 3 0 0
"39617" -1 1994 6 44 3 0 4 0 0
"39618" -1 1994 7 33 4 0 4 0 0
"39619" -1 1994 7 44 1 0 5 0 0
"39620" -1 1994 5 28 4 0 4 0 0
"39621" 1 1994 7 32 5 0 4 1 0
"39622" -1 1994 6 54 4 0 3 0 0
"39623" -1 1994 5 53 2 1 4 0 1
"39624" 1 1994 5 44 5 1 3 0 0
"39625" -1 1994 5 59 2 0 1 0 1
"39626" 1 1994 5 44 1 1 3 0 0
"39627" 0 1994 6 68 5 0 2 1 0
"39629" -1 1994 7 43 1 0 4 1 0
"39630" 1 1994 7 37 2 1 2 0 0
"39632" 1 1994 7 20 5 0 1 0 0
"39633" -1 1994 7 29 4 0 4 1 0
"39634" 0 1994 6 35 3 0 2 1 1
"39635" -1 1994 5 77 1 1 2 1 0
"39636" -1 1994 6 30 2 0 4 0 0
"39637" 1 1994 5 37 5 0 1 1 0
"39638" -1 1994 6 83 1 0 3 0 0
"39639" 1 1994 5 54 2 0 3 1 0
"39640" -1 1994 7 77 4 0 3 1 0
"39641" -1 1994 7 54 2 0 4 0 0
"39642" 1 1994 6 38 1 1 3 1 0
"39643" -1 1994 6 35 1 1 3 1 0
"39644" 1 1994 6 39 3 1 3 0 0
"39645" -1 1994 5 70 1 0 3 0 0
"39646" -1 1994 7 67 4 1 5 0 0
"39647" -1 1994 6 26 5 1 3 0 0
"39649" 1 1994 6 44 5 0 3 1 0
"39650" 1 1994 6 18 5 0 2 0 0
"39651" -1 1994 7 34 4 0 3 0 0
"39653" -1 1994 7 26 3 1 3 0 0
"39654" -1 1994 6 38 5 1 3 0 0
"39655" 1 1994 6 78 5 0 1 0 0
"39656" -1 1994 7 44 5 1 4 0 0
"39657" -1 1994 5 43 4 0 3 0 0
"39659" -1 1994 6 42 5 0 4 1 0
"39660" 1 1994 7 31 5 0 3 0 0
"39661" -1 1994 6 45 3 1 4 0 0
"39662" 1 1994 7 52 1 1 4 0 1
"39663" -1 1994 7 69 1 1 4 1 0
"39664" -1 1994 7 54 5 0 3 0 0
"39665" -1 1994 5 70 1 0 4 0 0
"39666" -1 1994 6 25 5 0 2 1 0
"39667" 1 1994 7 33 1 1 4 1 0
"39668" 1 1994 7 48 4 1 4 0 0
"39669" 1 1994 5 34 1 0 3 0 0
"39670" 0 1994 5 25 5 0 3 1 0
"39671" -1 1994 7 28 2 1 3 1 0
"39672" -1 1994 6 35 1 0 3 0 0
"39673" -1 1994 7 38 1 0 4 0 0
"39674" -1 1994 6 49 1 0 4 1 0
"39676" -1 1994 6 30 5 0 4 1 0
"39678" 1 1994 5 60 5 1 3 1 0
"39679" -1 1994 5 58 1 0 4 0 0
"39680" -1 1994 7 35 2 1 4 1 0
"39681" 1 1994 7 53 4 0 5 0 0
"39682" 1 1994 5 34 4 0 3 1 0
"39683" -1 1994 5 35 1 1 4 1 0
"39684" -1 1994 5 35 4 1 3 1 0
"39686" -1 1994 5 42 2 1 5 1 0
"39687" -1 1994 7 30 1 0 4 0 0
"39688" -1 1994 7 37 3 1 3 1 0
"39689" 1 1994 7 38 4 0 3 1 0
"39691" -1 1994 7 32 3 1 3 0 0
"39692" 1 1994 7 38 4 0 4 0 0
"39693" -1 1994 5 31 5 0 3 0 0
"39694" -1 1994 7 36 3 0 3 0 0
"39695" -1 1994 7 39 2 0 3 0 0
"39696" -1 1994 5 75 1 1 1 0 0
"39697" -1 1994 6 78 1 0 4 1 0
"39698" -1 1994 6 68 5 0 2 0 0
"39700" 1 1994 6 20 1 1 4 0 0
"39701" 1 1994 6 29 2 1 3 1 0
"39702" -1 1994 7 49 4 1 3 0 0
"39703" 1 1994 6 26 5 0 4 0 0
"39704" -1 1994 6 41 1 0 4 1 0
"39705" -1 1994 7 40 1 1 4 0 0
"39706" -1 1994 7 42 3 0 5 0 0
"39708" -1 1994 6 18 5 1 3 0 1
"39711" -1 1994 7 69 2 0 2 1 0
"39712" -1 1994 5 53 3 1 4 0 0
"39713" -1 1994 6 23 5 0 2 0 0
"39714" 1 1994 6 65 5 0 1 1 0
"39716" -1 1994 7 39 3 1 2 1 1
"39717" 1 1994 5 26 3 0 4 0 0
"39718" 1 1994 6 81 4 0 4 1 0
"39719" -1 1994 7 41 1 1 3 0 0
"39720" 1 1994 5 50 5 1 4 0 0
"39721" -1 1994 6 33 1 0 4 1 0
"39722" 1 1994 5 52 5 0 4 1 0
"39723" -1 1994 7 43 1 0 4 0 0
"39724" -1 1994 6 43 5 0 5 0 0
"39725" -1 1994 6 67 3 0 4 0 0
"39726" -1 1994 5 48 4 0 4 0 0
"39727" -1 1994 5 32 5 0 2 0 0
"39728" 1 1994 6 24 4 1 3 0 0
"39729" -1 1994 6 37 5 1 4 0 0
"39730" -1 1994 7 49 5 1 3 0 0
"39732" -1 1994 6 22 3 1 1 1 0
"39734" 1 1994 7 58 5 0 2 1 0
"39735" -1 1994 6 44 2 0 4 1 0
"39736" 1 1994 6 26 2 0 4 0 1
"39737" -1 1994 6 32 5 0 2 0 0
"39738" -1 1994 6 26 2 0 4 1 0
"39739" -1 1994 7 32 2 0 3 0 0
"39740" -1 1994 7 71 5 0 1 0 0
"39741" -1 1994 7 64 1 0 4 1 0
"39742" -1 1994 7 60 2 0 3 0 0
"39743" -1 1994 5 54 5 0 4 0 0
"39744" -1 1994 5 65 2 0 3 1 0
"39745" -1 1994 5 70 4 0 2 1 0
"39746" -1 1994 7 58 1 0 3 0 1
"39747" 1 1994 7 23 1 0 3 1 0
"39748" 1 1994 6 68 5 0 3 1 0
"39749" -1 1994 7 48 1 0 3 1 0
"39750" 1 1994 5 32 3 1 1 0 0
"39751" 0 1994 6 54 1 0 4 1 0
"39752" -1 1994 5 60 1 0 5 0 0
"39753" -1 1994 6 41 1 0 4 0 0
"39754" -1 1994 5 47 5 0 4 0 0
"39755" -1 1994 5 33 4 1 1 0 1
"39756" -1 1994 7 63 5 0 4 1 0
"39757" -1 1994 6 23 5 0 3 1 1
"39758" -1 1994 6 19 4 0 4 0 1
"39759" 1 1994 6 25 4 0 4 1 0
"39760" 1 1994 7 36 1 0 3 0 0
"39761" 1 1994 6 24 4 1 4 1 0
"39763" -1 1994 5 36 1 1 3 1 0
"39765" 1 1994 7 19 2 0 2 1 0
"39767" 1 1994 5 69 5 0 3 0 0
"39768" 1 1994 7 67 5 0 3 0 0
"39769" -1 1994 7 40 5 0 4 1 0
"39770" 1 1994 6 36 5 0 1 1 0
"39771" 1 1994 7 85 1 1 1 1 0
"39772" -1 1994 5 21 1 1 1 0 0
"39773" -1 1994 7 28 3 1 3 0 0
"39774" -1 1994 5 41 3 0 4 0 0
"39775" -1 1994 7 27 4 0 3 1 0
"39777" 1 1994 7 55 2 0 4 1 0
"39779" -1 1994 5 74 4 0 3 0 0
"39780" 1 1994 7 55 5 0 3 1 0
"39781" -1 1994 6 46 5 0 4 0 0
"39782" -1 1994 5 19 3 1 1 0 1
"39783" -1 1994 7 34 1 0 3 1 0
"39784" -1 1994 7 25 4 0 3 0 1
"39785" -1 1994 7 40 1 0 4 1 0
"39787" 1 1994 5 45 5 0 3 0 0
"39788" -1 1994 7 36 4 1 4 0 0
"39789" -1 1994 6 59 3 1 3 1 0
"39790" -1 1994 5 52 5 1 4 1 0
"39791" -1 1994 5 71 5 1 5 0 0
"39792" -1 1994 6 45 5 0 4 0 0
"39793" -1 1994 7 70 1 0 2 0 0
"39794" -1 1994 5 45 5 0 4 1 0
"39795" -1 1994 5 29 5 0 3 1 0
"39797" 1 1994 6 21 5 1 2 1 1
"39798" 0 1994 7 21 1 1 1 0 0
"39799" -1 1994 5 33 4 0 4 0 1
"39800" -1 1994 7 58 1 0 3 0 0
"39801" -1 1994 7 37 2 0 4 1 0
"39802" -1 1994 5 28 4 0 3 0 0
"39803" -1 1994 6 33 1 0 3 1 0
"39804" -1 1994 5 66 1 0 1 1 0
"39805" 1 1994 5 23 3 1 2 0 0
"39806" -1 1994 7 22 5 1 3 0 1
"39807" 1 1994 5 35 2 0 4 0 0
"39808" -1 1994 6 33 3 0 2 1 1
"39809" -1 1994 7 21 5 1 1 0 0
"39810" -1 1994 7 35 3 0 4 1 0
"39813" 1 1994 7 48 2 1 5 0 0
"39814" -1 1994 5 26 5 0 3 1 0
"39815" -1 1994 7 56 1 0 4 1 0
"39816" -1 1994 7 37 1 0 3 0 0
"39817" 1 1994 5 67 4 0 3 0 0
"39819" 1 1994 5 38 5 0 3 0 0
"39820" -1 1994 7 25 1 0 3 1 0
"39821" -1 1994 7 63 1 0 3 1 0
"39822" -1 1994 7 29 4 0 4 1 0
"39823" -1 1994 7 24 2 1 1 1 0
"39824" 1 1994 7 30 1 0 3 1 0
"39825" -1 1994 5 46 3 1 1 1 1
"39826" -1 1994 6 76 5 0 2 1 0
"39827" -1 1994 6 37 4 0 4 1 0
"39828" 1 1994 6 49 1 0 3 1 0
"39829" -1 1994 7 75 4 0 3 0 0
