"isolate" "year" "partyid" "age" "attend" "south" "income" "female" "minority"
"6227" -1 1958 2 63 1 1 2 1 0
"6228" -1 1958 3 28 1 0 4 1 0
"6229" 0 1958 3 78 1 0 1 0 0
"6231" 1 1958 3 60 1 0 3 0 1
"6232" -1 1958 4 36 1 0 4 0 0
"6233" 0 1958 2 49 4 1 4 0 0
"6234" -1 1958 1 68 2 1 4 1 0
"6235" 1 1958 2 38 1 1 3 1 0
"6236" -1 1958 4 36 1 1 4 0 0
"6237" 0 1958 2 47 4 0 1 1 1
"6238" 0 1958 2 43 2 1 1 1 1
"6239" 1 1958 4 38 4 1 1 1 1
"6240" -1 1958 1 40 2 0 4 0 0
"6241" -1 1958 2 37 1 1 4 1 0
"6242" -1 1958 2 47 2 0 4 1 0
"6243" -1 1958 1 42 2 0 2 1 0
"6244" -1 1958 1 53 5 1 4 0 0
"6245" 1 1958 1 33 4 1 3 0 0
"6246" 0 1958 2 38 1 1 3 1 1
"6247" -1 1958 1 45 1 1 3 0 0
"6248" -1 1958 1 38 1 0 2 1 1
"6249" -1 1958 1 29 1 0 3 0 0
"6250" -1 1958 1 30 1 1 2 1 0
"6251" -1 1958 2 33 2 1 4 0 0
"6252" 1 1958 2 43 2 0 2 1 0
"6253" 1 1958 2 58 1 0 4 0 0
"6254" -1 1958 4 28 5 0 2 0 0
"6255" 1 1958 4 63 2 0 1 1 0
"6256" -1 1958 1 48 4 1 2 0 0
"6257" -1 1958 1 26 2 0 4 0 0
"6258" 1 1958 1 82 2 0 1 0 0
"6259" 0 1958 2 53 2 1 2 1 0
"6260" -1 1958 3 35 1 0 4 0 0
"6261" -1 1958 4 62 1 1 2 1 1
"6263" -1 1958 1 48 5 0 2 0 0
"6264" 1 1958 2 46 2 1 1 0 1
"6265" -1 1958 4 46 1 1 4 1 0
"6266" 1 1958 2 24 4 0 1 1 1
"6267" -1 1958 2 74 1 1 2 0 0
"6268" -1 1958 4 58 2 0 1 0 0
"6269" -1 1958 2 32 4 0 3 0 0
"6270" 1 1958 1 62 1 0 2 0 0
"6271" -1 1958 4 38 1 1 4 0 0
"6272" 1 1958 2 45 2 0 4 0 0
"6273" 1 1958 3 47 4 0 4 0 0
"6274" -1 1958 4 52 1 1 3 1 0
"6275" -1 1958 2 40 4 0 3 1 0
"6276" 0 1958 2 40 1 1 5 0 0
"6277" 1 1958 2 30 1 0 2 1 0
"6278" -1 1958 1 25 1 0 3 1 0
"6279" 0 1958 2 29 4 0 3 1 0
"6281" 1 1958 2 54 4 0 4 0 0
"6282" -1 1958 1 39 1 1 2 0 0
"6283" -1 1958 4 55 1 0 2 0 0
"6286" -1 1958 4 41 1 1 3 1 0
"6287" -1 1958 3 26 4 0 2 1 0
"6288" 1 1958 1 54 4 1 1 0 1
"6289" -1 1958 4 38 1 0 4 0 0
"6290" -1 1958 4 63 5 0 1 0 0
"6293" -1 1958 1 58 4 0 3 0 0
"6295" -1 1958 2 60 1 1 3 0 0
"6296" -1 1958 1 52 1 0 4 1 0
"6297" -1 1958 2 36 1 0 5 1 0
"6298" 1 1958 1 42 4 0 3 0 0
"6299" 0 1958 2 19 1 1 1 0 0
"6300" 0 1958 2 48 4 1 2 0 1
"6301" -1 1958 1 32 2 1 3 0 0
"6302" -1 1958 2 41 1 0 4 0 0
"6303" 1 1958 4 45 4 1 1 0 0
"6304" 0 1958 1 54 2 0 2 1 0
"6306" 0 1958 4 33 4 1 4 1 0
"6307" -1 1958 1 52 1 0 3 0 0
"6308" 0 1958 2 23 5 0 3 1 0
"6309" -1 1958 2 31 1 0 2 1 0
"6310" -1 1958 1 43 4 1 4 0 0
"6311" -1 1958 2 38 1 1 4 1 0
"6312" -1 1958 2 54 1 0 1 1 0
"6313" -1 1958 3 37 1 0 4 0 0
"6314" -1 1958 3 44 4 0 3 0 0
"6315" -1 1958 2 38 2 0 4 0 0
"6316" 0 1958 2 43 4 0 2 1 0
"6317" -1 1958 4 69 2 1 3 0 0
"6318" 0 1958 4 73 1 0 1 1 0
"6319" -1 1958 1 43 1 0 3 0 0
"6320" 0 1958 4 43 2 0 4 1 0
"6321" 0 1958 2 37 2 1 2 1 1
"6322" -1 1958 2 42 4 0 3 0 0
"6323" -1 1958 4 48 5 0 5 0 0
"6324" -1 1958 1 36 4 1 4 0 0
"6325" -1 1958 4 52 4 0 1 0 0
"6327" -1 1958 4 50 5 0 4 0 0
"6328" -1 1958 3 28 4 0 4 0 0
"6329" -1 1958 1 48 2 0 2 1 1
"6330" -1 1958 1 39 4 0 4 1 0
"6331" -1 1958 2 58 1 0 2 1 0
"6332" 1 1958 1 68 2 1 1 0 0
"6333" -1 1958 2 28 2 0 2 0 0
"6335" -1 1958 1 58 4 0 3 0 0
"6336" -1 1958 1 41 4 0 2 0 0
"6337" -1 1958 2 63 1 1 4 1 0
"6338" 1 1958 2 78 5 0 2 0 0
"6339" 0 1958 1 71 2 0 3 0 0
"6340" -1 1958 2 25 2 0 3 0 0
"6341" -1 1958 2 54 4 1 1 0 0
"6342" -1 1958 2 34 1 0 3 0 1
"6343" -1 1958 1 42 1 0 3 1 0
"6344" -1 1958 2 41 1 1 4 1 0
"6345" 0 1958 2 25 1 0 2 1 0
"6346" 1 1958 1 70 1 0 2 1 0
"6347" -1 1958 4 63 1 0 2 1 0
"6348" -1 1958 1 29 1 0 4 1 0
"6349" -1 1958 1 22 1 0 2 1 0
"6350" -1 1958 2 31 4 0 3 1 0
"6351" -1 1958 1 30 1 0 3 0 1
"6352" -1 1958 1 72 4 0 2 1 0
"6353" 1 1958 2 50 1 1 3 0 0
"6354" -1 1958 1 29 1 1 3 0 0
"6355" -1 1958 1 52 1 0 4 0 0
"6356" 1 1958 1 79 5 1 1 1 0
"6357" 0 1958 2 48 1 0 3 0 0
"6358" -1 1958 1 39 1 0 2 0 1
"6359" -1 1958 1 36 2 1 2 0 1
"6360" -1 1958 3 46 1 0 4 0 0
"6361" 0 1958 1 22 4 0 3 0 0
"6362" -1 1958 3 60 1 0 3 0 1
"6363" -1 1958 1 36 1 0 3 1 0
"6364" -1 1958 7 60 1 0 3 0 0
"6365" 0 1958 7 50 4 0 3 0 0
"6366" -1 1958 7 41 1 0 3 0 0
"6367" 1 1958 7 44 1 0 4 0 0
"6368" -1 1958 6 41 1 1 3 1 0
"6369" -1 1958 7 31 1 0 4 0 0
"6370" 1 1958 6 36 1 1 3 1 0
"6371" 1 1958 6 65 1 0 2 1 0
"6372" -1 1958 7 64 1 0 5 0 0
"6373" 1 1958 6 59 4 1 2 1 0
"6375" 1 1958 5 29 4 0 3 1 0
"6376" -1 1958 5 55 4 1 4 0 0
"6378" -1 1958 6 80 2 0 1 1 0
"6379" -1 1958 6 50 1 0 4 1 0
"6380" -1 1958 6 46 1 0 2 1 0
"6381" 0 1958 7 43 4 0 1 1 1
"6382" -1 1958 7 42 1 0 5 1 0
"6383" -1 1958 6 28 1 0 4 1 0
"6384" -1 1958 7 64 4 0 3 1 0
"6385" -1 1958 6 73 1 0 1 0 0
"6386" -1 1958 6 37 2 0 4 1 0
"6387" -1 1958 6 27 4 0 2 1 1
"6388" -1 1958 7 36 1 0 3 0 0
"6390" -1 1958 7 54 2 0 5 0 0
"6391" -1 1958 7 37 1 0 3 1 0
"6392" -1 1958 6 57 1 0 1 0 0
"6393" -1 1958 6 47 4 0 4 1 0
"6394" 1 1958 7 26 1 0 2 1 0
"6395" -1 1958 7 40 2 0 3 1 0
"6396" 1 1958 6 55 4 0 4 0 0
"6397" 1 1958 6 91 4 0 3 0 0
"6398" -1 1958 6 69 4 0 2 1 0
"6399" 1 1958 6 29 1 0 3 1 0
"6400" -1 1958 7 57 4 0 3 0 0
"6401" 1 1958 6 39 4 0 3 1 0
"6402" 1 1958 7 33 1 0 4 1 0
"6403" 0 1958 5 38 4 0 4 1 0
"6404" -1 1958 7 75 4 0 5 0 0
"6405" -1 1958 7 60 2 0 2 1 0
"6406" -1 1958 5 69 4 0 1 0 0
"6407" -1 1958 7 53 4 0 5 1 0
"6408" -1 1958 5 36 1 0 4 0 0
"6409" -1 1958 7 35 1 1 4 1 1
"6410" -1 1958 7 63 4 0 4 0 0
"6412" 0 1958 6 74 4 0 2 0 0
"6413" -1 1958 6 55 1 1 3 1 0
"6414" 1 1958 6 82 4 1 2 1 0
"6415" 1 1958 6 35 2 0 3 1 0
"6416" -1 1958 6 37 1 0 2 1 0
"6418" -1 1958 7 31 4 1 4 1 0
"6419" 1 1958 7 53 4 0 4 0 0
"6420" -1 1958 7 47 1 0 5 0 0
"6421" 1 1958 6 56 1 0 3 1 0
"6423" 1 1958 6 50 2 1 4 1 0
"6424" -1 1958 6 57 4 0 4 0 0
"6425" -1 1958 6 70 4 0 1 1 0
"6426" 0 1958 6 54 4 0 2 1 0
"6427" 1 1958 7 50 4 1 2 0 1
"6428" 1 1958 7 49 1 0 4 0 0
"6429" 1 1958 7 56 5 0 4 0 0
"6430" -1 1958 5 44 1 0 3 0 0
"6431" -1 1958 5 48 4 1 4 0 0
"6432" 1 1958 6 57 4 1 4 1 0
"6433" -1 1958 5 31 4 0 4 0 0
"6434" 0 1958 6 62 1 1 2 0 0
"6436" -1 1958 5 26 2 0 3 1 1
"6437" -1 1958 5 34 5 0 4 0 0
"6438" -1 1958 5 32 4 0 4 0 0
"6439" 1 1958 6 74 4 0 4 0 0
"6440" 1 1958 7 43 4 0 3 1 0
"6441" 0 1958 7 59 1 0 2 1 0
"6442" -1 1958 5 42 4 0 4 0 0
"6443" 1 1958 6 55 1 0 5 1 0
"6444" -1 1958 5 43 1 0 4 0 0
"6445" 0 1958 6 44 1 1 2 1 0
"6446" -1 1958 6 67 1 0 2 0 0
"6447" -1 1958 6 45 1 0 5 1 0
"6448" -1 1958 7 28 1 0 4 1 0
"6449" -1 1958 7 54 2 0 3 0 0
"6450" -1 1958 7 43 1 0 4 1 0
"6451" -1 1958 7 25 4 1 1 0 0
"6452" -1 1958 6 30 1 0 3 1 0
"6453" -1 1958 6 56 1 0 2 1 0
"6454" -1 1958 7 76 4 0 1 1 0
"6455" -1 1958 6 36 1 0 3 1 0
"6457" -1 1958 7 44 1 0 3 0 0
"6458" -1 1958 7 44 1 0 4 1 0
"6459" -1 1958 5 42 4 0 3 1 0
"6461" -1 1958 6 63 1 0 4 0 0
"6465" -1 1958 7 30 1 0 4 0 0
"6466" -1 1958 6 44 1 0 3 1 0
"6467" 0 1958 7 62 2 1 2 0 0
"6468" 0 1958 7 67 1 0 2 1 0
"6470" 1 1958 7 49 4 0 2 0 0
"6471" -1 1958 7 50 2 0 4 1 0
"6472" -1 1958 7 55 5 0 5 1 0
"6473" -1 1958 6 48 4 0 4 1 0
"6474" 0 1958 6 47 1 0 3 0 1
"6476" -1 1958 6 39 1 1 4 1 0
"6477" -1 1958 6 29 1 0 4 0 0
"6478" 1 1958 5 35 1 0 4 0 0
"6479" -1 1958 5 30 1 1 4 1 0
"6480" -1 1958 6 35 4 0 4 0 0
"6481" -1 1958 6 51 2 0 4 1 0
"6483" -1 1958 7 35 1 0 4 1 0
"6484" -1 1958 6 30 1 0 3 1 0
"6485" -1 1958 5 38 1 0 4 0 0
"6486" -1 1958 7 75 1 0 3 0 0
"6487" -1 1958 7 51 4 0 4 0 0
"6488" -1 1958 5 32 1 0 4 1 0
"6489" 0 1958 7 67 1 0 2 0 0
"6490" -1 1958 5 47 4 0 3 0 0
"6491" 1 1958 5 63 4 0 2 1 0
"6492" -1 1958 6 53 1 0 3 0 0
"6493" -1 1958 7 31 4 0 4 0 0
"6494" -1 1958 5 55 2 0 5 1 0
"6495" 1 1958 6 63 4 0 2 1 0
"6496" -1 1958 6 46 4 0 4 1 0
"6497" 1 1958 7 71 1 1 1 0 0
"6498" 1 1958 7 46 1 0 4 1 0
"6499" -1 1958 5 45 2 0 5 1 0
"6500" -1 1958 6 37 4 0 4 0 0
"6501" -1 1958 7 25 2 0 3 0 0
"6502" -1 1958 6 41 1 0 4 0 0
"6504" 1 1958 6 40 4 1 1 1 0
"6505" -1 1958 6 57 1 0 4 0 0
"6506" -1 1958 6 26 1 1 3 1 0
"6507" -1 1958 5 54 4 0 4 1 0
"6508" 1 1958 6 37 4 1 2 0 1
"6509" 1 1958 6 44 4 0 4 0 0
"6510" -1 1958 7 47 4 0 1 0 0
"6511" -1 1958 7 50 4 0 4 1 0
"6512" -1 1958 6 47 1 1 4 0 0
"6513" -1 1958 7 36 2 0 2 0 0
"6514" -1 1958 7 46 1 0 4 1 0
"6515" 1 1958 7 77 4 0 1 1 0
"6516" -1 1958 6 22 4 0 3 1 0
"6517" -1 1958 5 49 1 0 4 1 0
"6518" -1 1958 7 77 1 1 2 0 0
"6519" 1 1958 7 43 2 0 3 0 0
"6520" 1 1958 6 48 1 0 4 0 0
"6521" 0 1958 5 73 4 0 2 1 0
"6522" -1 1958 6 30 2 0 4 0 0
"6523" -1 1958 6 31 4 0 3 1 0
"6524" -1 1958 6 39 1 0 4 0 0
"6525" 1 1958 6 69 2 0 2 1 0
"6526" -1 1958 6 59 4 0 3 0 0
"6527" -1 1958 6 52 1 1 4 0 0
"6528" -1 1958 7 25 5 0 3 0 0
"6529" 1 1958 6 50 1 1 1 1 1
"6530" -1 1958 7 49 1 0 4 1 0
"6531" -1 1958 7 43 4 0 3 0 0
"6532" -1 1958 6 51 2 0 2 0 0
"6533" -1 1958 6 65 1 0 1 1 0
"6534" -1 1958 6 37 1 0 4 1 0
"6535" -1 1958 6 47 2 0 3 1 0
"6536" 0 1958 7 77 1 0 2 1 0
"6537" -1 1958 5 34 1 1 3 0 0
"6538" -1 1958 5 80 4 0 1 0 0
"6539" 1 1958 7 54 1 0 4 1 0
"6540" 0 1958 6 65 1 0 3 1 0
"6541" 1 1958 5 39 1 0 3 0 0
"6542" -1 1958 7 44 4 0 5 1 0
"6543" -1 1958 7 37 2 0 4 0 0
"6544" 0 1958 7 78 5 0 4 1 0
"6546" -1 1958 5 23 4 0 2 0 1
"6547" 0 1958 5 62 4 0 1 1 0
"6549" 1 1958 6 34 1 0 4 0 0
"6550" -1 1958 7 71 1 0 4 1 0
"6551" -1 1958 5 70 4 0 1 0 0
"6552" 0 1958 7 71 1 1 1 1 1
"6553" 1 1958 7 68 4 1 1 0 0
"6554" 0 1958 7 63 1 0 1 0 0
"6555" -1 1958 6 34 1 0 3 0 0
"6556" -1 1958 6 48 5 0 2 0 0
"6557" -1 1958 7 34 1 0 4 0 0
"6558" -1 1958 6 43 2 1 4 1 0
"6559" -1 1958 6 47 4 0 2 0 0
"6560" -1 1958 7 54 2 1 1 0 0
"6561" -1 1958 6 44 1 0 5 1 0
"6562" -1 1958 7 48 4 1 4 0 0
"6563" 1 1958 6 45 2 0 3 1 0
"6564" 1 1958 7 78 5 0 1 0 0
"6565" -1 1958 6 42 4 0 3 1 0
"6566" 1 1958 6 54 1 0 3 0 0
"6567" 0 1958 6 81 1 0 1 1 0
"6568" -1 1958 7 52 1 0 4 1 0
"6569" 0 1958 6 37 1 0 2 1 0
"6571" 0 1958 6 72 4 0 1 1 0
"6572" -1 1958 7 59 2 0 4 0 0
"6573" -1 1958 7 70 4 0 5 0 0
"6574" 1 1958 7 79 4 1 1 0 0
"6575" -1 1958 7 44 4 0 2 1 0
"6577" 1 1958 7 81 2 0 1 1 0
"6578" -1 1958 6 72 1 0 2 1 0
"6579" 0 1958 6 51 5 0 4 0 0
"6580" -1 1958 7 30 4 0 1 1 0
"6581" -1 1958 6 25 1 0 2 1 0
"6582" -1 1958 7 56 1 0 4 0 0
"6583" -1 1958 6 33 1 0 4 1 0
"6584" -1 1958 7 46 1 0 5 1 0
"6586" 1 1958 6 61 1 1 4 0 0
"6587" -1 1958 6 50 4 0 3 0 0
"6588" -1 1958 6 50 1 0 4 1 0
"6589" -1 1958 6 67 1 0 3 1 0
"6590" -1 1958 6 30 5 1 1 1 1
"6591" 1 1958 7 65 1 0 3 0 0
"6592" -1 1958 6 57 1 1 4 1 0
"6593" 0 1958 7 77 4 1 1 1 0
"6594" -1 1958 5 62 2 0 3 0 1
"6595" -1 1958 6 59 1 0 3 0 0
"6596" 1 1958 5 64 1 1 1 0 1
"6597" 1 1958 7 59 1 0 3 1 0
"6598" 1 1958 7 57 4 0 3 1 0
"6599" 0 1958 7 56 4 0 2 0 0
"6600" -1 1958 6 34 1 0 2 1 0
"6601" 1 1958 6 61 2 0 1 1 0
"6602" 1 1958 6 58 1 0 2 0 0
"6604" -1 1958 6 44 1 0 4 1 0
"6605" 0 1958 6 31 2 0 2 1 1
"6606" 1 1958 7 66 1 0 1 1 0
"6607" -1 1958 6 37 1 0 4 0 0
"6608" -1 1958 6 49 1 0 3 0 0
"6609" -1 1958 7 49 4 0 4 0 0
"6610" 0 1958 6 62 4 0 4 1 0
"6611" 0 1958 6 33 1 0 3 1 0
"6612" 0 1958 5 33 1 1 3 1 0
"6613" -1 1958 7 58 5 1 1 0 1
"6614" -1 1958 6 30 2 0 2 1 0
"6615" -1 1958 5 29 1 1 4 1 0
"6616" -1 1958 7 57 1 0 3 0 0
"6617" -1 1958 6 32 1 1 4 1 0
"6618" -1 1958 7 53 4 0 2 1 0
"6619" 1 1958 6 35 1 1 1 1 1
"6620" 1 1958 6 50 1 0 3 1 0
"6621" -1 1958 5 33 1 0 2 1 0
"6623" 1 1958 7 71 4 0 1 0 0
"6624" 1 1958 7 23 1 0 1 0 0
"6625" -1 1958 6 34 1 0 5 1 0
"6626" -1 1958 7 72 5 0 1 0 0
"6627" -1 1958 6 51 1 0 4 0 0
"6628" 1 1958 6 61 4 0 4 0 0
"6629" 1 1958 7 63 4 1 1 1 0
"6630" -1 1958 5 34 4 0 4 0 0
"6631" -1 1958 7 80 5 0 2 1 0
"6632" -1 1958 7 75 4 0 1 1 0
"6633" -1 1958 6 78 1 0 2 1 0
"6634" -1 1958 7 52 1 0 4 1 0
"6635" 0 1958 7 70 2 1 1 1 0
"6637" -1 1958 5 50 2 0 3 1 0
"6639" -1 1958 6 25 4 0 3 0 0
"6640" 1 1958 6 49 2 1 1 1 0
"6641" -1 1958 6 53 4 1 3 1 0
"6642" 0 1958 5 46 1 0 5 0 0
"6643" -1 1958 6 41 1 0 4 0 0
"6644" -1 1958 7 53 1 0 4 1 0
"6645" 1 1958 6 41 1 0 4 0 0
"6646" -1 1958 6 40 1 0 4 0 0
"6647" -1 1958 6 62 1 0 3 0 0
"6648" -1 1958 6 79 2 1 1 0 0
"6649" -1 1958 6 36 4 1 2 1 0
"6650" 1 1958 6 62 2 0 3 1 0
"6651" -1 1958 6 25 2 0 4 1 0
"6652" 0 1958 6 37 2 0 4 0 0
"6653" -1 1958 6 64 4 0 3 0 0
"6654" 0 1958 7 53 1 1 4 1 0
"6655" -1 1958 5 45 1 0 3 1 0
"6656" -1 1958 7 54 1 0 4 1 0
"6658" 0 1958 5 39 4 0 3 0 0
"6659" -1 1958 6 30 1 0 4 1 0
"6660" 0 1958 6 56 1 0 4 1 0
"6661" 0 1958 6 72 1 0 1 0 0
"6662" -1 1958 5 43 4 0 2 1 0
"6664" -1 1958 6 51 1 0 4 0 0
"6665" 1 1958 6 66 1 0 2 1 0
"6666" -1 1958 6 53 1 0 4 1 0
"6667" 1 1958 6 65 1 0 2 0 0
"6668" -1 1958 6 35 4 0 3 1 0
"6669" -1 1958 7 63 1 1 1 0 1
"6670" 0 1958 6 48 2 0 3 1 0
"6671" -1 1958 5 26 4 0 3 0 0
"6672" -1 1958 7 27 5 0 3 0 0
"6673" 0 1958 6 40 1 1 3 1 0
"6674" -1 1958 7 65 2 0 2 0 0
"6675" 1 1958 6 81 5 0 1 1 0
"6676" 1 1958 6 74 1 1 1 0 0
"6677" -1 1958 6 57 4 0 2 0 0
"6678" 1 1958 5 44 4 0 3 1 0
"6679" -1 1958 7 40 1 0 4 0 0
"6680" -1 1958 5 34 1 0 3 1 0
"6681" 0 1958 7 49 1 1 1 0 0
"6682" 1 1958 6 62 1 0 3 1 0
"6683" 0 1958 5 38 5 0 1 1 0
"6684" -1 1958 6 71 2 0 1 0 0
"6685" 0 1958 5 23 1 1 3 1 0
"6686" 1 1958 6 37 4 0 3 0 0
"6687" -1 1958 6 56 4 0 3 1 0
"6688" -1 1958 7 80 1 1 1 1 0
"6689" -1 1958 6 30 2 1 2 1 0
"6690" 0 1958 7 36 2 0 4 0 0
"6691" 0 1958 6 27 2 0 2 1 0
"6692" -1 1958 5 32 1 0 4 0 0
"6693" -1 1958 6 37 1 1 4 0 0
"6694" 1 1958 7 61 1 0 4 0 0
"6695" 1 1958 6 50 4 0 4 0 0
"6696" -1 1958 7 53 1 0 4 0 0
"6697" -1 1958 6 64 4 1 1 0 0
"6698" -1 1958 5 29 1 0 2 0 1
"6699" 1 1958 7 86 4 0 2 1 0
"6700" -1 1958 7 62 2 0 1 0 0
"6701" -1 1958 6 45 1 1 3 1 0
"6702" -1 1958 7 64 1 0 1 1 0
"6703" 1 1958 5 66 4 1 3 1 0
"6704" -1 1958 6 55 4 0 2 1 0
"6705" 1 1958 5 44 1 0 2 1 0
"6706" 1 1958 5 65 4 0 3 1 0
"6708" 1 1958 7 66 2 0 5 1 0
"6709" 0 1958 7 33 1 0 4 1 0
"6710" 0 1958 6 36 1 0 3 1 0
"6711" -1 1958 7 44 1 0 5 1 0
"6712" 1 1958 6 43 4 0 3 1 0
"6713" 0 1958 7 86 4 0 1 1 0
"6714" -1 1958 7 68 1 0 2 0 0
"6715" -1 1958 6 28 5 0 1 1 0
"6716" -1 1958 7 45 1 0 3 1 0
"6717" 1 1958 6 51 1 0 2 1 0
"6718" 1 1958 6 52 1 0 4 1 0
"6719" -1 1958 6 30 2 0 4 0 0
"6720" -1 1958 6 30 1 0 4 0 0
"6722" 1 1958 6 25 4 0 2 1 0
"6723" -1 1958 5 72 5 1 1 1 0
"6724" -1 1958 5 27 1 0 3 1 0
"6725" 0 1958 6 23 2 1 2 0 0
"6726" 0 1958 6 26 1 0 3 1 0
"6727" 0 1958 5 60 1 0 4 0 0
"6728" -1 1958 6 39 4 0 3 0 0
"6729" -1 1958 7 61 1 0 4 1 0
"6730" 1 1958 6 36 4 1 3 1 0
"6731" -1 1958 6 52 4 0 4 1 0
"6732" -1 1958 6 54 2 0 4 0 0
"6733" -1 1958 6 37 1 1 4 1 0
"6734" 1 1958 6 49 1 0 4 0 0
"6735" -1 1958 6 29 2 0 4 1 0
"6736" -1 1958 7 35 4 0 3 0 0
"6737" 0 1958 7 40 1 0 5 1 0
"6738" -1 1958 5 26 2 0 2 1 0
"6739" -1 1958 6 37 2 0 4 0 0
"6740" -1 1958 6 34 1 0 5 0 0
"6741" -1 1958 5 59 1 1 4 1 0
"6743" -1 1958 7 73 5 0 1 1 0
"6744" -1 1958 6 61 1 1 2 1 0
"6745" 1 1958 6 37 2 0 3 1 0
"6746" 1 1958 5 40 1 0 4 1 0
"6747" -1 1958 6 36 1 1 2 1 0
"6748" -1 1958 6 57 1 0 4 1 0
"6749" -1 1958 6 38 1 0 4 0 0
"6751" -1 1958 6 63 4 0 2 1 0
"6752" 1 1958 6 78 2 1 1 0 1
"6753" -1 1958 6 78 1 0 4 0 0
"6754" 1 1958 6 43 2 0 1 1 0
"6756" -1 1958 5 59 1 0 4 0 0
"6757" 0 1958 7 43 4 0 4 1 0
"6758" -1 1958 7 44 1 0 4 0 0
"6759" -1 1958 6 63 1 0 5 1 0
"6760" -1 1958 5 36 4 0 4 1 0
"6761" 0 1958 7 43 1 0 3 1 0
"6763" -1 1958 5 58 2 0 2 1 0
"6765" -1 1958 7 51 4 0 4 1 0
"6766" -1 1958 5 37 4 0 3 0 0
"6767" 0 1958 7 72 1 0 5 0 0
"6768" 1 1958 7 79 1 0 5 1 0
"6769" -1 1958 6 35 1 1 3 1 0
"6770" 0 1958 6 37 1 1 4 1 0
"6771" -1 1958 6 52 1 1 4 0 0
"6772" -1 1958 6 69 1 0 3 0 0
"6773" -1 1958 6 40 1 0 3 0 0
"6774" 1 1958 6 45 4 0 3 0 0
"6775" -1 1958 6 56 1 0 3 0 0
"6776" -1 1958 6 40 1 0 4 1 0
"6777" 1 1958 6 46 2 1 1 0 0
"6778" 0 1958 6 71 4 0 1 1 0
"6779" -1 1958 6 32 4 0 4 1 0
"6780" -1 1958 7 79 1 0 3 0 0
"6781" -1 1958 6 35 1 0 4 0 0
"6782" 0 1958 6 21 1 1 2 1 0
"6783" -1 1958 6 37 1 0 3 1 0
"6784" -1 1958 6 48 1 0 4 1 0
"6786" -1 1958 7 59 1 0 4 1 0
"6787" 0 1958 7 55 1 1 1 1 1
"6788" 1 1958 6 43 5 0 4 1 0
"6789" -1 1958 6 43 4 0 5 1 0
"6790" -1 1958 6 30 2 0 4 0 0
"6791" 1 1958 7 49 4 0 3 1 0
"6793" -1 1958 5 28 1 0 3 0 0
"6794" 0 1958 6 28 4 1 1 0 0
"6795" 0 1958 5 38 4 0 3 1 0
"6796" -1 1958 5 22 4 0 2 0 0
"6797" -1 1958 6 34 1 0 3 0 0
"6798" 1 1958 5 36 4 0 4 1 0
"6799" -1 1958 6 33 4 0 4 1 0
"6800" -1 1958 5 32 4 1 5 0 0
"6801" -1 1958 7 41 4 0 3 0 0
"6802" 1 1958 7 38 1 0 4 1 0
"6803" -1 1958 7 23 4 0 3 0 0
"6804" -1 1958 7 28 4 0 3 0 0
"6805" -1 1958 7 42 4 0 4 0 0
"6806" -1 1958 7 79 1 0 1 1 0
"6807" -1 1958 7 65 1 0 1 1 0
"6808" 1 1958 6 52 1 0 4 0 0
"6809" -1 1958 5 28 4 0 2 0 0
"6810" 0 1958 6 35 1 0 3 0 0
"6811" -1 1958 5 42 1 0 5 1 0
"6812" -1 1958 7 21 2 0 3 0 1
"6813" 1 1958 6 68 1 0 4 1 0
"6814" -1 1958 7 65 4 0 3 0 0
"6815" -1 1958 7 47 1 0 1 1 0
"6816" -1 1958 6 42 1 1 1 1 1
"6817" 0 1958 6 53 5 0 1 0 0
"6818" 0 1958 6 31 4 0 4 0 0
"6819" -1 1958 7 43 4 0 2 0 0
"6820" -1 1958 6 49 1 1 5 0 0
"6821" 1 1958 6 32 4 0 1 1 0
"6822" -1 1958 7 46 2 0 3 1 0
"6823" 1 1958 6 38 4 0 4 0 0
"6824" 0 1958 6 58 4 0 3 1 0
"6826" -1 1958 6 27 5 0 4 1 0
"6827" -1 1958 5 41 2 0 3 0 0
"6828" 1 1958 6 63 1 0 2 0 0
"6829" -1 1958 6 42 1 0 3 0 0
"6830" -1 1958 6 35 2 0 4 0 0
"6831" -1 1958 6 34 2 0 4 0 0
"6832" 0 1958 7 37 1 0 3 1 0
"6833" -1 1958 5 51 4 0 2 1 0
"6834" -1 1958 5 45 1 1 2 0 0
"6835" 0 1958 6 57 1 0 2 0 0
"6836" -1 1958 7 48 1 0 4 1 0
"6837" 0 1958 7 65 1 0 1 1 0
"6838" -1 1958 6 37 2 0 3 0 1
"6839" -1 1958 7 30 1 0 3 1 0
"6840" -1 1958 7 53 2 0 4 0 0
"6841" -1 1958 6 23 4 0 2 0 0
"6842" 0 1958 7 68 1 0 4 0 0
"6844" -1 1958 6 38 4 1 4 0 0
"6913" 1 1960 4 51 4 1 2 1 0
"6914" 0 1960 2 73 4 1 1 1 0
"6915" -1 1960 2 32 1 0 3 0 0
"6916" 0 1960 2 64 4 1 1 1 1
"6917" -1 1960 1 45 1 0 2 0 0
"6918" -1 1960 1 53 1 0 2 0 0
"6919" -1 1960 1 59 5 0 4 0 0
"6920" 0 1960 1 40 4 1 2 1 0
"6921" -1 1960 2 75 4 0 1 0 0
"6922" -1 1960 1 52 4 0 2 1 0
"6923" -1 1960 2 76 1 0 1 0 0
"6924" -1 1960 1 45 2 0 4 0 0
